Representative_Sequence	total_reads_NC	total_reads_samps	perc_in_neg	total_samples	num_samp_nc	num_samp_no_nc	perc_in_neg_samp
M06508_19_000000000-CR8CR_1_1109_22758_6235	2	8	20	6	1	5	16.666666666666664
M06508_16_000000000-CMN9T_1_1112_26939_7663	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_20317_21849	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_12175_17475	3	3	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_20235_14761	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_7266_8736	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_25943_6264	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_27439_22781	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1109_6076_17867	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_17319_4554	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_21833_19134	8	13	38.095238	9	3	6	33.33333333333333
M06508_16_000000000-CMN9T_1_2107_7400_5260	1	17	5.555556	14	1	13	7.142857142857142
M06508_16_000000000-CMN9T_1_1107_7482_5421	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2110_21744_17160	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2103_17732_14574	1	2	33.333333	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_1103_6362_5478	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2105_10555_26290	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_23537_24479	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_18038_14393	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2112_21104_6517	7	48	12.727273	37	2	35	5.405405405405405
M06508_12_000000000-CJG44_1_1114_18021_26733	2	2	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2106_14975_20063	1	8	11.111111	7	1	6	14.285714285714285
M06508_12_000000000-CJG44_1_1111_29638_16612	2	78	2.5	26	2	24	7.6923076923076925
M06508_12_000000000-CJG44_1_2111_7958_15107	1	3	25	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_1105_18602_5699	3	12	20	9	1	8	11.11111111111111
M06508_16_000000000-CMN9T_1_2102_11136_9404	2	4	33.333333	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_2107_14822_6361	8	9	47.058824	4	2	2	50
M06508_8_000000000-JTFYW_1_1114_4120_10703	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_6247_18303	1	8	11.111111	9	1	8	11.11111111111111
M06508_19_000000000-CR8CR_1_1114_7787_10000	2	4	33.333333	5	2	3	40
M06508_19_000000000-CR8CR_1_1110_16152_1997	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_12798_8955	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1108_2969_20429	2	3	40	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_1109_22413_10776	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1114_24675_16132	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_13586_13835	1	21	4.545455	9	1	8	11.11111111111111
M06508_8_000000000-JTFYW_1_2114_16921_2895	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_6401_21482	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_12185_24172	1	83	1.190476	23	1	22	4.3478260869565215
M06508_12_000000000-CJG44_1_1103_14977_17165	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_19833_24067	2	5	28.571429	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1104_13501_22584	1	24	4	5	1	4	20
M06508_12_000000000-CJG44_1_1107_5714_11525	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_10489_22094	3	80	3.614458	8	1	7	12.5
M06508_8_000000000-JTFYW_1_1108_5808_20009	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_23065_19984	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_23740_26517	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1112_11094_12480	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_15561_4907	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1113_17494_14408	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1109_27577_19748	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_4448_8896	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_17428_16098	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_18505_5617	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_18549_21916	2	4	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2104_4661_22028	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_5223_11415	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_17073_8891	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_1108_22432_13337	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1110_15289_14302	18	22	45	13	8	5	61.53846153846154
M06508_19_000000000-CR8CR_1_1101_21949_5653	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_4132_14055	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_18391_16105	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_14480_14434	3	3	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_8464_18978	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_20190_6974	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_27712_19709	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1112_14052_8380	1	36	2.702703	9	1	8	11.11111111111111
M06508_18_000000000-CNPPR_1_2106_5977_20892	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_10908_25745	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_15021_17081	10	21	32.258065	13	2	11	15.384615384615385
M06508_18_000000000-CNPPR_1_1111_14521_25005	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1105_8599_7693	5	5	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_23458_22525	8	10	44.444444	6	3	3	50
M06508_16_000000000-CMN9T_1_2111_19956_17699	8	8	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2113_22458_3550	1	41	2.380952	31	1	30	3.225806451612903
M06508_18_000000000-CNPPR_1_2107_2788_12438	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2106_21822_26238	1	4	20	5	1	4	20
M06508_18_000000000-CNPPR_1_1104_20558_11041	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_15422_12036	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1113_24665_16252	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1113_6128_22094	1	5	16.666667	6	1	5	16.666666666666664
M06508_18_000000000-CNPPR_1_2105_13719_14098	1	8	11.111111	8	1	7	12.5
M06508_8_000000000-JTFYW_1_1106_14468_28563	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_16904_17259	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_27890_15502	1	12	7.692308	6	1	5	16.666666666666664
M06508_19_000000000-CR8CR_1_1107_17641_2011	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_25038_15015	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_28173_20375	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1113_11043_16006	2	2	50	3	2	1	66.66666666666666
M06508_16_000000000-CMN9T_1_1102_11858_21113	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_18268_14366	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1106_12169_26054	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_18145_27087	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_27504_9261	4	30	11.764706	23	2	21	8.695652173913043
M06508_12_000000000-CJG44_1_2103_21972_7946	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_21272_25838	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2114_21165_6392	13	13	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_2619_12377	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1107_20200_14055	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_17412_24753	3	6	33.333333	6	3	3	50
M06508_19_000000000-CR8CR_1_1104_17734_11232	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1111_21305_27350	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_26757_11312	11	11	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_22762_20668	1	2	33.333333	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_2103_8318_17775	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_29035_16957	1	10	9.090909	10	1	9	10
M06508_8_000000000-JTFYW_1_1106_8440_13616	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_3598_18217	1	9016	0.01109	39	1	38	2.564102564102564
M06508_16_000000000-CMN9T_1_1113_13899_18364	1	4	20	5	1	4	20
M06508_16_000000000-CMN9T_1_2112_14007_12693	1	2	33.333333	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_2106_16258_23082	4	4	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_12499_18372	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_11809_1951	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_17403_9633	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_27045_15362	2	3	40	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_2101_10268_2609	1	2	33.333333	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_2103_26304_8787	2	154	1.282051	82	2	80	2.4390243902439024
M06508_16_000000000-CMN9T_1_2107_24730_16223	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_4959_21780	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_12068_20518	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_10887_4176	2	2	50	3	2	1	66.66666666666666
M06508_12_000000000-CJG44_1_1107_4950_8462	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_10774_10029	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_4617_7924	3	11	21.428571	10	1	9	10
M06508_16_000000000-CMN9T_1_1103_6397_7828	2	3	40	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1106_11526_17827	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_7377_23719	6	6	50	5	4	1	80
M06508_12_000000000-CJG44_1_2111_10858_27172	1	9	10	7	1	6	14.285714285714285
M06508_16_000000000-CMN9T_1_2111_18835_27865	1	6	14.285714	7	1	6	14.285714285714285
M06508_18_000000000-CNPPR_1_1102_8168_4298	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2101_5173_15014	1	2	33.333333	3	1	2	33.33333333333333
M06508_9_000000000-JTBW3_1_2114_10679_14706	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1106_16484_25865	10	10	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_11249_13460	8	8	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_14926_9650	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2105_18977_27166	1	8	11.111111	9	1	8	11.11111111111111
M06508_18_000000000-CNPPR_1_2104_17971_14232	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_17429_20411	1	3	25	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_1109_16935_4465	2	4	33.333333	4	1	3	25
M06508_18_000000000-CNPPR_1_1107_19130_25869	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_20625_10298	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_18344_10564	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_21163_5520	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2101_11796_21346	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_22989_6021	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_22244_7300	3	3	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_14345_11372	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_2888_11879	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1113_4997_17934	2	3	40	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_1111_23253_14841	1	8	11.111111	8	1	7	12.5
M06508_16_000000000-CMN9T_1_1107_20186_2725	6	8	42.857143	5	2	3	40
M06508_8_000000000-JTFYW_1_2104_22151_16146	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2103_12423_13028	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_11531_11954	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2107_6267_13949	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_18062_25966	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_8488_19820	2	2	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1108_23102_18937	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1105_13023_18538	1	13	7.142857	8	1	7	12.5
M06508_8_000000000-JTFYW_1_2105_23596_5370	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1113_15548_27925	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_15042_5397	2	13	13.333333	11	1	10	9.090909090909092
M06508_9_000000000-JTBW3_1_2110_27165_9900	1	8	11.111111	7	1	6	14.285714285714285
M06508_16_000000000-CMN9T_1_2110_14648_14573	3	4	42.857143	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1113_21581_9905	5	5	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_16273_11457	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_2104_11966_10642	3	7	30	4	1	3	25
M06508_16_000000000-CMN9T_1_1105_26946_22746	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_27270_8621	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_12324_28244	1	3	25	4	1	3	25
M06508_16_000000000-CMN9T_1_2101_7947_13815	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_17462_25042	1	4	20	5	1	4	20
M06508_18_000000000-CNPPR_1_1111_13361_22145	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_7722_11477	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1109_22594_17529	3	8	27.272727	6	1	5	16.666666666666664
M06508_9_000000000-JTBW3_1_2111_16462_8461	3	4	42.857143	4	2	2	50
M06508_16_000000000-CMN9T_1_1112_18635_18013	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_8914_3946	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_20548_26684	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1114_11807_25765	1	2	33.333333	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_1105_20948_14513	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_16483_9040	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2104_23222_10170	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_15614_28233	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_14623_22333	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_23044_18897	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_11466_2833	1	2	33.333333	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_2102_14439_14274	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_23214_4957	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_23976_19987	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2109_17518_10004	2	24	7.692308	23	2	21	8.695652173913043
M06508_12_000000000-CJG44_1_2108_14860_21727	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2114_21657_18158	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2103_18989_14022	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2110_6424_15599	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_25169_22925	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1102_22694_15212	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_20097_6446	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2109_16202_9917	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_13892_9712	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_15053_21953	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_22787_14928	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1114_19380_7336	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_24780_9384	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_12606_13445	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_25955_11054	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_8390_11341	4	4	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1103_11777_22793	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2103_27675_12271	1	8	11.111111	8	1	7	12.5
M06508_12_000000000-CJG44_1_2112_6090_21527	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2104_19230_8506	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1113_7083_8901	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_19705_23309	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_20174_10967	15	25	37.5	19	10	9	52.63157894736842
M06508_12_000000000-CJG44_1_2108_23046_10293	4	36	10	30	2	28	6.666666666666667
M06508_12_000000000-CJG44_1_1112_21261_13501	6	106	5.357143	59	3	56	5.084745762711865
M06508_18_000000000-CNPPR_1_2109_8878_20999	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_21100_18453	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2103_20018_6258	1	11	8.333333	8	1	7	12.5
M06508_16_000000000-CMN9T_1_2103_17668_26842	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_9412_13963	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_21544_19342	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_27002_19179	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_12682_22690	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_6023_15700	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_7508_25230	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_13860_18775	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_9009_16975	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2107_18602_24836	11	21	34.375	17	8	9	47.05882352941176
M06508_12_000000000-CJG44_1_2109_14647_10236	1	16	5.882353	16	1	15	6.25
M06508_16_000000000-CMN9T_1_1106_12828_24292	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_26145_20910	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_12742_10906	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2110_15264_12392	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_20221_16994	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_23581_12836	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_13269_6726	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_9145_20620	1588	2049	43.662359	18	2	16	11.11111111111111
M06508_16_000000000-CMN9T_1_2108_8110_7015	2	5	28.571429	5	2	3	40
M06508_12_000000000-CJG44_1_1114_22556_8593	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1114_14943_27703	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_3312_16390	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2114_13540_7027	4	4	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_14277_15885	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2110_19533_15047	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2105_21652_13859	3	3	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_10017_7310	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1114_21725_17609	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_16070_26554	5	5	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2111_21920_15598	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_19086_10441	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_12999_19878	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_16692_18999	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_4003_13617	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_25253_14743	1	6	14.285714	6	1	5	16.666666666666664
M06508_16_000000000-CMN9T_1_1113_20002_15575	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_23318_23194	1	7	12.5	8	1	7	12.5
M06508_19_000000000-CR8CR_1_1110_25510_8386	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1102_19464_12073	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_27540_8969	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1110_8640_15417	5	5	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_18212_15391	1	6	14.285714	4	1	3	25
M06508_12_000000000-CJG44_1_2106_14937_22090	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2106_23648_8566	4	4	50	3	2	1	66.66666666666666
M06508_8_000000000-JTFYW_1_2110_25251_6627	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_14151_6011	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_13402_9749	1	17	5.555556	17	1	16	5.88235294117647
M06508_19_000000000-CR8CR_1_2104_10261_7219	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2113_11623_16156	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_18922_16827	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_12365_17280	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_5861_13539	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_9942_19478	109	4441	2.395604	238	2	236	0.8403361344537815
M06508_16_000000000-CMN9T_1_2104_9874_18131	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_9779_9813	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1109_10719_15579	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2109_8074_7671	1	24	4	18	1	17	5.555555555555555
M06508_19_000000000-CR8CR_1_2106_22635_21921	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_27282_21554	3	4	42.857143	4	2	2	50
M06508_12_000000000-CJG44_1_1107_24449_11864	51	92	35.664336	50	20	30	40
M06508_16_000000000-CMN9T_1_1105_11803_10224	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1101_3244_13237	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_6013_20379	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_12494_24663	1	4	20	5	1	4	20
M06508_16_000000000-CMN9T_1_2104_26664_10526	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2113_11254_15991	1	3	25	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_2104_16791_11967	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2112_7265_25409	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_14840_19803	5	7	41.666667	5	2	3	40
M06508_16_000000000-CMN9T_1_1107_11403_9537	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1108_3343_10601	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1104_12892_18391	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1103_17401_17629	1	5	16.666667	5	1	4	20
M06508_18_000000000-CNPPR_1_1111_14004_16365	1	4	20	5	1	4	20
M06508_12_000000000-CJG44_1_2104_15012_27369	1	8	11.111111	9	1	8	11.11111111111111
M06508_16_000000000-CMN9T_1_1112_5669_24451	1	2	33.333333	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_2107_10456_11816	1	28	3.448276	21	1	20	4.761904761904762
M06508_9_000000000-JTBW3_1_1110_8322_17599	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_21291_20588	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1106_18758_2094	1	18	5.263158	12	1	11	8.333333333333332
M06508_19_000000000-CR8CR_1_2102_14666_5870	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2108_22912_6889	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_10356_11701	3	5	37.5	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1114_17607_9659	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_14269_17172	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2102_25271_20430	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_8607_24859	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_8884_17854	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_2113_24874_19635	1	37	2.631579	27	1	26	3.7037037037037033
M06508_18_000000000-CNPPR_1_2114_21980_18751	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_18107_3853	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_15655_3403	1	2	33.333333	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_2106_8791_10281	1	3913	0.025549	365	1	364	0.273972602739726
M06508_9_000000000-JTBW3_1_1108_9023_11000	2	7	22.222222	7	1	6	14.285714285714285
M06508_12_000000000-CJG44_1_1106_13012_21973	1	7	12.5	8	1	7	12.5
M06508_16_000000000-CMN9T_1_2101_9790_10176	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2107_9317_12393	10	10	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_9925_14399	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_4388_20459	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1106_17762_13406	3	9	25	7	2	5	28.57142857142857
M06508_8_000000000-JTFYW_1_2104_12404_18782	1	2	33.333333	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_2101_16140_8813	1	1	50	2	1	1	50
