Representative_Sequence	total_reads_NC	total_reads_samps	perc_in_neg	total_samples	num_samp_nc	num_samp_no_nc	perc_in_neg_samp
M06508_9_000000000-JTBW3_1_1114_8032_16260	2	3	40	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_2101_12626_21194	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_17097_12896	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_5902_23616	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2113_16549_24579	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1103_24228_25323	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_6274_13079	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_9142_22168	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_22382_8765	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_7673_21678	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1103_7774_13684	1	14	6.666667	11	1	10	9.090909090909092
M06508_9_000000000-JTBW3_1_2113_7481_5902	3	3	50	3	2	1	66.66666666666666
M06508_12_000000000-CJG44_1_1103_18232_18543	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_14068_17216	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_1105_11951_25770	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1113_13255_25338	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_23011_9157	1	4	20	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_1106_20199_8561	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_10197_7665	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_16667_19069	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1114_22452_19311	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_16841_21452	3	3	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_16618_20832	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1105_23544_17045	2	2	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2107_10917_3362	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_21462_21557	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_18181_24999	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_6644_11939	1	25	3.846154	17	1	16	5.88235294117647
M06508_16_000000000-CMN9T_1_2114_24996_5263	1	2	33.333333	3	1	2	33.33333333333333
M06508_12_000000000-CJG44_1_1106_13973_14346	3	3	50	3	2	1	66.66666666666666
M06508_16_000000000-CMN9T_1_1113_11831_17119	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_15347_3752	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_22378_12797	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_27054_11145	3	4	42.857143	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_1110_26084_14833	1	32	3.030303	25	1	24	4
M06508_16_000000000-CMN9T_1_2112_8588_5226	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_25247_8185	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_18119_27898	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2106_20678_9481	1	6	14.285714	5	1	4	20
M06508_19_000000000-CR8CR_1_1113_2876_17092	1	4	20	4	1	3	25
M06508_16_000000000-CMN9T_1_1102_8043_11478	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1113_12986_4564	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2101_15679_18347	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_12563_27326	1	3	25	4	1	3	25
M06508_19_000000000-CR8CR_1_1101_13180_6982	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1113_25129_25489	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1102_8430_22717	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_26575_22468	1	45	2.173913	20	1	19	5
M06508_19_000000000-CR8CR_1_2112_14064_15512	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1110_4613_10222	9	9	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_15149_21935	2	3	40	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_2113_23063_22955	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1105_10324_23385	2	2	50	3	2	1	66.66666666666666
M06508_16_000000000-CMN9T_1_1102_24989_23972	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_13238_20810	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_23798_24657	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2104_19368_16145	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_19263_28775	2	2	50	3	2	1	66.66666666666666
M06508_12_000000000-CJG44_1_1108_27241_19977	1	4	20	5	1	4	20
M06508_12_000000000-CJG44_1_1112_23959_26646	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_10219_24990	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2111_4870_15122	6	6	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_10683_13914	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2110_7444_4396	1	7	12.5	7	1	6	14.285714285714285
M06508_8_000000000-JTFYW_1_1101_20367_12849	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_25541_20811	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_14777_15873	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2106_26465_9641	1	18	5.263158	16	1	15	6.25
M06508_16_000000000-CMN9T_1_2108_26718_12800	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_17076_26203	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_10422_19412	11	11	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2113_7328_18770	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1111_16056_26584	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_4444_17895	19	21	47.5	6	3	3	50
M06508_12_000000000-CJG44_1_1111_16501_23344	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_24745_19957	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_22201_4650	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2112_22705_6003	2	48	4	21	2	19	9.523809523809524
M06508_16_000000000-CMN9T_1_1111_28369_14521	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_24391_6490	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_24377_13864	1	11	8.333333	11	1	10	9.090909090909092
M06508_12_000000000-CJG44_1_1112_8313_16791	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_17211_17847	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2104_6193_14898	1	3	25	4	1	3	25
M06508_18_000000000-CNPPR_1_2109_9158_13277	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_15683_23732	1	16	5.882353	15	1	14	6.666666666666667
M06508_18_000000000-CNPPR_1_2101_20102_16025	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_28553_19025	1	9	10	6	1	5	16.666666666666664
M06508_16_000000000-CMN9T_1_1107_28087_19104	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_14654_13428	18	33	35.294118	13	2	11	15.384615384615385
M06508_16_000000000-CMN9T_1_2113_14001_14080	5	5	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2110_10296_7508	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_6678_21713	1	9	10	9	1	8	11.11111111111111
M06508_18_000000000-CNPPR_1_1107_20900_10739	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_20139_10610	2	264	0.75188	42	1	41	2.380952380952381
M06508_12_000000000-CJG44_1_2102_20636_26329	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_17305_20719	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_2109_16170_15003	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_12149_2587	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_11903_10811	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1114_12684_11158	1	5	16.666667	5	1	4	20
M06508_19_000000000-CR8CR_1_1114_12277_6667	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_16398_16285	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_5535_9537	2	3	40	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2103_28794_17490	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1110_16637_1402	1	14	6.666667	10	1	9	10
M06508_16_000000000-CMN9T_1_1113_21570_14702	1	9	10	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1112_21410_25094	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_20651_16632	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_23809_10976	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_8095_22425	1	4	20	4	1	3	25
M06508_16_000000000-CMN9T_1_2109_20918_24993	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1108_24796_21148	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_6692_14720	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_8089_17363	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1106_7330_22034	1	48	2.040816	6	1	5	16.666666666666664
M06508_18_000000000-CNPPR_1_1104_14137_16776	2	2	50	3	2	1	66.66666666666666
M06508_12_000000000-CJG44_1_1106_16422_18745	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2111_22262_22339	3	5	37.5	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_1101_16303_12686	1	3	25	4	1	3	25
M06508_16_000000000-CMN9T_1_1101_15445_6104	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_21097_23066	1	67	1.470588	27	1	26	3.7037037037037033
M06508_18_000000000-CNPPR_1_2104_20607_12995	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_13490_9309	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_6855_19773	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1103_20341_16950	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_26974_12168	8	17	32	17	8	9	47.05882352941176
M06508_16_000000000-CMN9T_1_1106_25227_20917	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_3678_11389	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_8905_6238	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_13355_19262	121	121	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_17406_12883	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_11952_12461	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_5145_10753	3	3	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_7856_19102	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1112_15034_15504	8	22	26.666667	15	2	13	13.333333333333334
M06508_16_000000000-CMN9T_1_2102_20294_2478	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_22520_19404	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_9401_13451	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_21316_26581	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2102_17383_23201	1	4	20	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_1101_22810_8962	5	5	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_10707_18428	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2109_23945_23227	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_8085_4696	6	6	50	4	3	1	75
M06508_16_000000000-CMN9T_1_2105_17787_7402	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_21384_18800	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_4579_12933	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_14938_22202	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_28311_10339	2	4	33.333333	4	1	3	25
M06508_9_000000000-JTBW3_1_1104_25500_16026	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_13210_4801	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_6160_17476	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_26541_8472	588	1002	36.981132	30	1	29	3.3333333333333335
M06508_18_000000000-CNPPR_1_2111_13601_27381	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2101_29437_14988	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_19707_17806	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_12185_14749	1	14	6.666667	8	1	7	12.5
M06508_16_000000000-CMN9T_1_2111_24542_17423	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2109_9301_3136	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_8808_15025	1	17	5.555556	18	1	17	5.555555555555555
M06508_16_000000000-CMN9T_1_2106_15192_24424	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2104_13322_10594	6	38	13.636364	28	3	25	10.714285714285714
M06508_19_000000000-CR8CR_1_2114_13885_6212	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2106_27562_14359	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1105_22337_15206	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2111_26073_13549	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_3830_20605	2	3	40	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_2104_10957_25635	2	4	33.333333	4	1	3	25
M06508_16_000000000-CMN9T_1_1103_6423_8032	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_20856_3306	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1107_23427_19659	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_9699_8163	1	6	14.285714	7	1	6	14.285714285714285
M06508_8_000000000-JTFYW_1_1104_5296_20053	1	2	33.333333	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_1111_15558_4035	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2109_24961_5431	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2110_20005_21193	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2104_19176_6767	3	4	42.857143	3	1	2	33.33333333333333
M06508_9_000000000-JTBW3_1_1106_19102_27209	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2114_12933_3557	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_4135_14304	1	3	25	4	1	3	25
M06508_19_000000000-CR8CR_1_2104_10451_12668	1	3	25	4	1	3	25
M06508_9_000000000-JTBW3_1_1114_10014_10097	2	39	4.878049	20	2	18	10
M06508_9_000000000-JTBW3_1_1108_11761_23177	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_17553_9221	2	4	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2109_22055_6651	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_13724_11750	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2109_10351_10869	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_8435_17511	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2104_24807_11195	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_2739_12662	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_3921_7860	1	3	25	4	1	3	25
M06508_19_000000000-CR8CR_1_2114_21753_9808	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_23158_11410	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1106_15934_16137	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_6320_10367	5	31	13.888889	19	1	18	5.263157894736842
M06508_19_000000000-CR8CR_1_1109_26149_13758	1	3	25	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_2107_23483_8593	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2102_26858_16045	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_11296_11558	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_22762_10860	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_20327_5079	2	5	28.571429	5	1	4	20
M06508_12_000000000-CJG44_1_2109_19529_11231	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2107_7139_20451	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_7212_13675	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_3248_18850	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_9397_9974	1	4	20	4	1	3	25
M06508_19_000000000-CR8CR_1_2104_23293_10937	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_27937_13892	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_19534_14061	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_8638_26266	4	4	50	3	2	1	66.66666666666666
M06508_16_000000000-CMN9T_1_2105_24140_23791	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_23606_13747	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1113_3323_19238	1	7	12.5	7	1	6	14.285714285714285
M06508_8_000000000-JTFYW_1_1103_14050_17246	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1104_2233_13805	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_16686_8832	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_25001_24234	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_1107_18323_7693	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_11899_13886	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_7893_19350	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2112_10879_10307	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_2107_12450_10116	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_13980_11152	2	3	40	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_1110_8810_4508	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_23389_24244	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2106_4337_22553	1	50	1.960784	38	1	37	2.631578947368421
M06508_16_000000000-CMN9T_1_2112_24280_11550	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_5784_12742	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_6865_12410	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_12502_26703	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_20684_8046	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_16479_26823	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2112_19529_24828	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_12208_4369	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_20268_12286	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_17499_18058	2	2	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2110_22459_22160	4	4	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2106_17601_5616	8	9	47.058824	4	2	2	50
M06508_16_000000000-CMN9T_1_2108_2197_13096	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1107_21256_8735	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_20141_12603	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_9816_13894	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2107_16546_19472	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_19831_14309	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_13164_3290	2	13	13.333333	12	1	11	8.333333333333332
M06508_16_000000000-CMN9T_1_1103_10370_11454	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_16031_15408	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_5125_14725	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_10101_13532	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_17766_18550	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_19262_24964	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_12696_18813	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_3582_16431	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_6678_20100	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_19408_12244	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_19784_15522	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_10953_20882	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_15417_2970	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_11978_27451	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_15379_26255	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_21387_15802	2	2	50	3	2	1	66.66666666666666
M06508_16_000000000-CMN9T_1_2108_13719_17328	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1106_12201_11244	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1104_6438_4952	8	12	40	6	2	4	33.33333333333333
M06508_12_000000000-CJG44_1_2112_28151_20799	1	10	9.090909	11	1	10	9.090909090909092
M06508_16_000000000-CMN9T_1_1108_14658_15178	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_21480_12066	4	5	44.444444	3	1	2	33.33333333333333
M06508_8_000000000-JTFYW_1_2107_10342_26995	3	3	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_14517_12577	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2111_13769_4847	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_26130_6204	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2110_11399_5563	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_24025_13328	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_17274_24989	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_12150_2141	1	14	6.666667	11	1	10	9.090909090909092
M06508_16_000000000-CMN9T_1_1102_7903_20003	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_2084_15103	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_7884_21286	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_23841_18303	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_9280_25603	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_6223_11326	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_26509_17424	2	3	40	4	2	2	50
M06508_8_000000000-JTFYW_1_1103_10117_14686	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1102_11204_12916	20	20	50	5	4	1	80
M06508_18_000000000-CNPPR_1_2104_10979_7754	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_19745_22921	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1102_17607_4572	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_26090_8912	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1107_25407_17844	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_18994_13369	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_18971_15357	3	3	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_17863_3681	3	12	20	8	2	6	25
M06508_19_000000000-CR8CR_1_1105_15043_9513	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_2114_17654_10612	2	3	40	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_1101_7037_9493	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1101_17285_3498	1	35	2.777778	14	1	13	7.142857142857142
M06508_16_000000000-CMN9T_1_2107_7792_23799	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_26549_14192	1	4	20	4	1	3	25
M06508_16_000000000-CMN9T_1_1103_26586_8347	2	3	40	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_2104_27714_14513	1	31	3.125	24	1	23	4.166666666666666
M06508_8_000000000-JTFYW_1_1102_18975_14832	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2104_12128_22508	1	14	6.666667	12	1	11	8.333333333333332
M06508_8_000000000-JTFYW_1_1107_9230_18372	2	4	33.333333	4	1	3	25
M06508_9_000000000-JTBW3_1_1104_24112_14140	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1104_12602_12502	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_22626_11913	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_7013_5006	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_10819_7150	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1108_23213_11437	1	3	25	4	1	3	25
M06508_9_000000000-JTBW3_1_1109_19538_17949	1	9	10	9	1	8	11.11111111111111
M06508_19_000000000-CR8CR_1_1112_6206_19245	6	22	21.428571	20	4	16	20
M06508_16_000000000-CMN9T_1_1113_21108_13102	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_12607_17123	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_8396_7757	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_14569_24470	2	2	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1108_12163_12373	1	3	25	4	1	3	25
M06508_12_000000000-CJG44_1_2110_8441_12000	1	3	25	4	1	3	25
M06508_19_000000000-CR8CR_1_2113_7375_9378	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2104_8920_15467	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_2531_17921	1	272	0.3663	28	1	27	3.571428571428571
M06508_12_000000000-CJG44_1_2106_14448_11655	11	16	40.740741	14	9	5	64.28571428571429
M06508_9_000000000-JTBW3_1_1108_17058_18428	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_24909_15344	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_27681_16986	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_2103_23471_23212	1	31	3.125	20	1	19	5
M06508_19_000000000-CR8CR_1_2111_5194_14116	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_9525_14241	1	1	50	2	1	1	50
