SampleID	input	filtered	denoisedF	denoisedR	merged	per_reads_kept
EP_A_AREN_MG_8626	12860	12106	12019	11991	11720	0.911
EP_A_AREN_MG_8627	8529	8269	8117	8156	7969	0.934
EP_A_AREN_MG_8650	11932	11176	11114	11105	11012	0.923
EP_A_AREN_MG_8651	13926	13474	13352	13373	13134	0.943
EP_A_AREN_MG_8652	15416	14751	14573	14609	14236	0.923
EP_A_AREN_MG_8654	8607	8343	8158	8191	7948	0.923
EP_A_AREN_MG_8697	12970	12704	12564	12588	12372	0.954
EP_A_AREN_MG_8698	6690	6335	6306	6305	6238	0.932
EP_A_AREN_MG_8699	15765	15353	15142	15167	14690	0.932
EP_A_AREN_ST_8465	7381	7159	6925	6999	6705	0.908
EP_A_AREN_ST_8507	30381	29248	28973	28989	28002	0.922
EP_A_AREN_ST_8508	10762	10409	10277	10270	10007	0.93
EP_A_AREN_ST_8515	10640	10126	10012	10008	9771	0.918
EP_A_AREN_ST_8520	14696	14386	14304	14329	14219	0.968
EP_A_AREN_ST_8624	17262	16700	16478	16501	16213	0.939
EP_A_AREN_ST_8625	19028	18378	18290	18330	18150	0.954
EP_A_AREN_ST_8626	12365	11948	11710	11803	11252	0.91
EP_A_AREN_ST_8627	3981	3901	3781	3796	3633	0.913
EP_A_AREN_ST_8650	29336	28758	28458	28516	27809	0.948
EP_A_AREN_ST_8651	4387	4320	4292	4304	4251	0.969
EP_A_AREN_ST_8652	17941	17182	17076	17046	16685	0.93
EP_A_AREN_ST_8654	18248	17385	17046	17134	16361	0.897
EP_A_AREN_ST_8658	14463	14118	14021	14028	13890	0.96
EP_A_AREN_ST_8697	16552	15869	15639	15736	15244	0.921
EP_A_AREN_ST_8698	12635	12004	11793	11875	11472	0.908
EP_A_AREN_ST_8699	10020	9774	9678	9703	9580	0.956
EP_A_FASC_EG_8620	24360	23421	23204	23211	22772	0.935
EP_A_FASC_EG_8989	20567	19910	19461	19574	18898	0.919
EP_A_FASC_EG_9051	16732	16176	16061	16056	15744	0.941
EP_A_FASC_GL_8614	65027	62088	61956	61918	61651	0.948
EP_A_FASC_GL_8618	38873	36764	36596	36654	36181	0.931
EP_A_FASC_GL_8620	36974	35250	35037	35109	34574	0.935
EP_A_FASC_GL_8989	23379	22596	22404	22431	22017	0.942
EP_A_FASC_GL_9051	11754	11329	11220	11224	10939	0.931
EP_A_FASC_GL_9107	13581	13242	13180	13174	13046	0.961
EP_A_FASC_HP_8614	84931	82023	81945	81929	81869	0.964
EP_A_FASC_HP_8618	23835	22957	22729	22843	22368	0.938
EP_A_FASC_HP_8620	44647	42445	42282	42192	41723	0.935
EP_A_FASC_HP_8989	83400	81513	81426	81425	81362	0.976
EP_A_FASC_HP_9051	8785	8380	8321	8345	8223	0.936
EP_A_FASC_HP_9107	170149	161441	160142	160380	157617	0.926
EP_A_FASC_MG_8614	58403	56786	56494	56550	55625	0.952
EP_A_FASC_MG_8618	36886	36137	35978	36058	35466	0.962
EP_A_FASC_MG_8620	41108	40278	40144	40162	39603	0.963
EP_A_FASC_MG_8989	19965	18722	18645	18605	18381	0.921
EP_A_FASC_MG_9051	211356	204348	203172	203336	200091	0.947
EP_A_FASC_MG_9107	29627	28842	28730	28742	28432	0.96
EP_A_FASC_ST_8614	51193	49679	49487	49488	49155	0.96
EP_A_FASC_ST_8618	31831	30837	30743	30749	30338	0.953
EP_A_FASC_ST_8620	37366	35088	34978	34964	34663	0.928
EP_A_FASC_ST_8989	22632	21903	21412	21582	20789	0.919
EP_A_FASC_ST_9051	10587	10336	10282	10294	10191	0.963
EP_A_GALA_EG_7265	29925	29005	28515	28700	27458	0.918
EP_A_GALA_EG_7367	25913	24861	24385	24449	23659	0.913
EP_A_GALA_EG_7370	4633	4468	4364	4378	4157	0.897
EP_A_GALA_GL_7265	30092	29111	28822	28854	28155	0.936
EP_A_GALA_GL_7365	15115	13590	13203	13303	12727	0.842
EP_A_GALA_GL_7366	20325	19737	19296	19374	18579	0.914
EP_A_GALA_GL_7367	18838	18004	17603	17687	16941	0.899
EP_A_GALA_GL_7368	18894	18112	17671	17757	17067	0.903
EP_A_GALA_GL_7369	21818	21090	20559	20685	19600	0.898
EP_A_GALA_GL_7370	27800	26619	26113	26252	25055	0.901
EP_A_GALA_GL_8661	33948	32917	32302	32442	31058	0.915
EP_A_GALA_HP_7265	45382	44413	44353	44339	44278	0.976
EP_A_GALA_HP_7365	26541	25918	25747	25771	25620	0.965
EP_A_GALA_HP_7366	26995	26637	26577	26584	26536	0.983
EP_A_GALA_HP_7367	23756	23375	23357	23356	23355	0.983
EP_A_GALA_HP_7368	19995	19517	19462	19451	19364	0.968
EP_A_GALA_HP_7369	25548	25061	24996	24984	24960	0.977
EP_A_GALA_HP_7370	37793	37292	37240	37242	37215	0.985
EP_A_GALA_HP_8661	39311	38159	37592	37702	36690	0.933
EP_A_GALA_MG_7265	50617	49533	48472	49141	47555	0.94
EP_A_GALA_MG_7365	20061	19285	18949	19032	18386	0.917
EP_A_GALA_MG_7366	20706	19108	18985	18968	18538	0.895
EP_A_GALA_MG_7367	29324	28816	28593	28658	28418	0.969
EP_A_GALA_MG_7368	26373	25659	25561	25442	25273	0.958
EP_A_GALA_MG_7369	20449	19640	19522	19520	19125	0.935
EP_A_GALA_MG_7370	17244	16898	16837	16854	16735	0.97
EP_A_GALA_MG_8661	32388	31406	31072	31098	30431	0.94
EP_A_GALA_ST_7265	47956	46965	46545	46586	45778	0.955
EP_A_GALA_ST_7365	23352	22873	22479	22569	21941	0.94
EP_A_GALA_ST_7366	33919	32265	31987	31941	31206	0.92
EP_A_GALA_ST_7367	21082	20604	20185	20254	19704	0.935
EP_A_GALA_ST_7368	24851	24144	23748	23778	23108	0.93
EP_A_GALA_ST_7369	33644	33044	32632	32654	32016	0.952
EP_A_GALA_ST_7370	22719	22441	22344	22370	22261	0.98
EP_A_GALA_ST_8661	34174	32969	32331	32441	31215	0.913
EP_A_HEBE_EG_7359	22285	20902	20554	20641	19993	0.897
EP_A_HEBE_EG_8629	25504	24744	24451	24544	24051	0.943
EP_A_HEBE_GL_7357	11926	11130	11106	11081	11004	0.923
EP_A_HEBE_GL_7358	25722	23276	23153	23175	22735	0.884
EP_A_HEBE_GL_7359	29611	28668	28437	28502	28045	0.947
EP_A_HEBE_GL_7360	21395	20701	20643	20651	20518	0.959
EP_A_HEBE_GL_8628	10422	10104	9855	9905	9408	0.903
EP_A_HEBE_GL_8629	16076	15673	15639	15616	15547	0.967
EP_A_HEBE_HP_7357	23076	21615	21479	21496	21312	0.924
EP_A_HEBE_HP_7358	22280	21380	21312	21331	21211	0.952
EP_A_HEBE_HP_7359	28243	27343	27242	27223	27030	0.957
EP_A_HEBE_HP_7360	11649	10889	10880	10869	10783	0.926
EP_A_HEBE_HP_8628	12228	11942	11882	11896	11747	0.961
EP_A_HEBE_HP_8629	17812	17469	17419	17410	17286	0.97
EP_A_HEBE_MG_7357	20376	19943	19842	19860	19616	0.963
EP_A_HEBE_MG_7358	11479	11149	11083	11082	11011	0.959
EP_A_HEBE_MG_7359	16179	15592	15517	15535	15425	0.953
EP_A_HEBE_MG_7360	17367	16887	16680	16794	16339	0.941
EP_A_HEBE_MG_8628	6347	6255	6235	6238	6218	0.98
EP_A_HEBE_MG_8629	12117	11911	11889	11900	11877	0.98
EP_A_HEBE_ST_7357	35880	34730	34616	34607	34338	0.957
EP_A_HEBE_ST_7358	27488	26043	25750	25753	25161	0.915
EP_A_HEBE_ST_7359	16320	15532	15491	15469	14966	0.917
EP_A_HEBE_ST_7360	18962	18310	18051	18132	17517	0.924
EP_A_HEBE_ST_8628	15748	15356	15253	15270	14984	0.951
EP_A_HEBE_ST_8629	19290	18872	18832	18839	18787	0.974
EP_A_HEPH_GL_8925	14808	14263	14124	14129	13901	0.939
EP_A_HEPH_HP_8925	8135	7892	7842	7860	7804	0.959
EP_A_HEPH_MG_8925	11243	10897	10577	10676	10130	0.901
EP_A_HEPH_ST_8925	16210	15738	15553	15571	14999	0.925
EP_A_HYEY_GL_8881	60496	58929	58279	58485	56917	0.941
EP_A_HYEY_HP_8881	19614	18968	18916	18928	18842	0.961
EP_A_HYEY_MG_8881	29292	28423	28218	28284	27891	0.952
EP_A_HYEY_ST_8881	36893	35339	34880	34936	33852	0.918
EP_A_JAVI_EG_7304	29324	27547	27469	27477	16601	0.566
EP_A_JAVI_EG_7381	23280	22400	21952	22093	21400	0.919
EP_A_JAVI_EG_8360	34264	32624	32378	32409	31652	0.924
EP_A_JAVI_EG_8377	11468	11128	10924	10956	10448	0.911
EP_A_JAVI_GL_7264	28812	27796	27634	27659	27297	0.947
EP_A_JAVI_GL_7270	30316	29680	29575	29591	29407	0.97
EP_A_JAVI_GL_7277	41192	40131	39775	39834	38801	0.942
EP_A_JAVI_GL_7280	30306	29267	29109	29159	28785	0.95
EP_A_JAVI_GL_7281	28975	27757	27653	27662	27399	0.946
EP_A_JAVI_GL_7286	13655	13036	13009	13002	12950	0.948
EP_A_JAVI_GL_7304	38369	37324	37180	37203	36950	0.963
EP_A_JAVI_GL_7318	27461	26403	26071	26164	25454	0.927
EP_A_JAVI_GL_7381	22223	21402	21319	21336	21098	0.949
EP_A_JAVI_GL_8357	11652	11147	10846	10923	10403	0.893
EP_A_JAVI_GL_8359	46527	44320	43983	44024	43014	0.924
EP_A_JAVI_GL_8360	45459	44283	44123	44171	43450	0.956
EP_A_JAVI_GL_8376	7910	7678	7512	7571	7349	0.929
EP_A_JAVI_GL_8377	11277	11002	10901	10896	10689	0.948
EP_A_JAVI_GL_8379	44988	43221	42950	42944	42288	0.94
EP_A_JAVI_GL_8394	5360	4853	4849	4839	4716	0.88
EP_A_JAVI_HP_7264	48458	46639	46336	46509	45715	0.943
EP_A_JAVI_HP_7270	11790	11119	10148	11099	10094	0.856
EP_A_JAVI_HP_7277	20148	19496	19365	19371	19030	0.945
EP_A_JAVI_HP_7280	8347	8016	8001	8004	7975	0.955
EP_A_JAVI_HP_7281	17379	14785	14734	14733	14598	0.84
EP_A_JAVI_HP_7286	8302	7736	7718	7721	7660	0.923
EP_A_JAVI_HP_7304	27360	26471	26341	26402	26179	0.957
EP_A_JAVI_HP_7318	35580	34173	33984	34041	33747	0.948
EP_A_JAVI_HP_7381	21638	20934	20807	20816	20657	0.955
EP_A_JAVI_HP_8357	11052	10566	10338	10397	9970	0.902
EP_A_JAVI_HP_8359	32395	31157	31030	31107	30846	0.952
EP_A_JAVI_HP_8360	17889	17257	17194	17180	17064	0.954
EP_A_JAVI_HP_8376	6941	6627	6600	6613	6567	0.946
EP_A_JAVI_HP_8377	14822	14229	14183	14193	14101	0.951
EP_A_JAVI_HP_8379	16695	15984	15947	15951	15904	0.953
EP_A_JAVI_HP_8394	7022	6765	6753	6747	6716	0.956
EP_A_JAVI_MG_7264	48530	47632	47509	47525	47279	0.974
EP_A_JAVI_MG_7270	29671	28457	28373	28332	28129	0.948
EP_A_JAVI_MG_7277	17504	16790	16711	16699	16349	0.934
EP_A_JAVI_MG_7280	27428	26853	26719	26785	26626	0.971
EP_A_JAVI_MG_7281	43518	42354	42285	42278	41628	0.957
EP_A_JAVI_MG_7286	21004	20636	20594	20596	20524	0.977
EP_A_JAVI_MG_7304	30921	30001	29908	29920	29718	0.961
EP_A_JAVI_MG_7318	31616	30876	30721	30732	30367	0.96
EP_A_JAVI_MG_7381	19268	18775	18697	18716	18595	0.965
EP_A_JAVI_MG_8357	9539	9121	8978	9012	8695	0.912
EP_A_JAVI_MG_8359	56289	55033	54869	54908	54497	0.968
EP_A_JAVI_MG_8360	25635	25195	25013	25056	24743	0.965
EP_A_JAVI_MG_8376	213618	206202	204583	205134	200737	0.94
EP_A_JAVI_MG_8377	12452	11757	11697	11674	11566	0.929
EP_A_JAVI_MG_8379	26397	25469	25105	25204	24822	0.94
EP_A_JAVI_MG_8394	15424	15149	14978	15018	14800	0.96
EP_A_JAVI_ST_7264	46873	45157	44737	44752	43250	0.923
EP_A_JAVI_ST_7270	54097	52566	52100	52119	50685	0.937
EP_A_JAVI_ST_7277	25062	24420	24022	24111	23012	0.918
EP_A_JAVI_ST_7280	23822	22849	22694	22652	22245	0.934
EP_A_JAVI_ST_7281	48451	47098	46863	46853	46370	0.957
EP_A_JAVI_ST_7286	29454	28193	28061	28007	27669	0.939
EP_A_JAVI_ST_7304	32458	31526	31384	31422	31209	0.962
EP_A_JAVI_ST_7318	28979	27592	27475	27507	27268	0.941
EP_A_JAVI_ST_7381	38919	37870	37474	37590	36774	0.945
EP_A_JAVI_ST_8357	283107	271001	268936	269461	263317	0.93
EP_A_JAVI_ST_8359	41801	40630	40408	40391	39660	0.949
EP_A_JAVI_ST_8360	16844	16414	16108	16175	15293	0.908
EP_A_JAVI_ST_8376	11971	11495	11344	11379	11089	0.926
EP_A_JAVI_ST_8377	11775	11420	11258	11293	10951	0.93
EP_A_JAVI_ST_8379	28487	26974	26476	26577	24989	0.877
EP_A_JAVI_ST_8394	15908	15472	15242	15288	14815	0.931
EP_A_MILL_EG_7336	11425	11100	11067	11070	11004	0.963
EP_A_MILL_GL_7335	17835	17444	16905	17062	16355	0.917
EP_A_MILL_GL_7336	12502	11974	11854	11883	11672	0.934
EP_A_MILL_HP_7335	13859	12308	12209	12224	11921	0.86
EP_A_MILL_HP_7336	5452	5302	5282	5287	5274	0.967
EP_A_MILL_MG_7335	10068	9881	9817	9836	9767	0.97
EP_A_MILL_MG_7336	8469	8250	8017	8080	7735	0.913
EP_A_MILL_ST_7335	20749	20170	19831	19904	19390	0.935
EP_A_MILL_ST_7336	22375	21178	20978	21019	19839	0.887
EP_A_PANA_EG_7327	19213	18680	18415	18476	17906	0.932
EP_A_PANA_EG_8353	13381	13043	12482	12690	11802	0.882
EP_A_PANA_EG_8792	9645	9399	9280	9328	9124	0.946
EP_A_PANA_GL_7322	16368	15779	15593	15618	15252	0.932
EP_A_PANA_GL_7326	23896	23096	22957	22979	22580	0.945
EP_A_PANA_GL_7327	18908	17976	17838	17875	17432	0.922
EP_A_PANA_GL_7329	18100	17583	17343	17432	16952	0.937
EP_A_PANA_GL_7330	14118	13546	13408	13434	13140	0.931
EP_A_PANA_GL_7331	37890	36524	36201	36288	35576	0.939
EP_A_PANA_GL_7332	24346	23279	23043	23088	22661	0.931
EP_A_PANA_GL_8353	18408	17501	17345	17356	16779	0.912
EP_A_PANA_GL_8792	12503	12023	11448	11969	11326	0.906
EP_A_PANA_HP_7322	25300	24856	24820	24823	24813	0.981
EP_A_PANA_HP_7326	45352	44704	44647	44651	44609	0.984
EP_A_PANA_HP_7327	32896	32409	32387	32384	32376	0.984
EP_A_PANA_HP_7329	32494	32101	32075	32079	32066	0.987
EP_A_PANA_HP_7330	20179	19867	19814	19815	19731	0.978
EP_A_PANA_HP_7331	38386	37775	37720	37741	37710	0.982
EP_A_PANA_HP_7332M	18811	18348	18057	18092	17689	0.94
EP_A_PANA_HP_7332	41591	40822	40772	40777	40746	0.98
EP_A_PANA_HP_8353	6855	6479	6447	6433	6318	0.922
EP_A_PANA_HP_8792	17420	16242	16157	16199	16014	0.919
EP_A_PANA_MG_7322	29464	28647	28482	28526	28189	0.957
EP_A_PANA_MG_7326	31787	31148	30877	30917	30557	0.961
EP_A_PANA_MG_7327	27684	27055	26964	26984	26831	0.969
EP_A_PANA_MG_7329	8553	8409	8373	8382	8352	0.976
EP_A_PANA_MG_7330	16590	15971	15817	15865	15637	0.943
EP_A_PANA_MG_7331	28763	27853	27736	27746	27622	0.96
EP_A_PANA_MG_8353	20504	19925	19729	19795	19556	0.954
EP_A_PANA_MG_8792	16170	15722	15621	15675	15534	0.961
EP_A_PANA_ST_7322	30134	29528	29314	29362	28989	0.962
EP_A_PANA_ST_7326	33606	32937	32650	32667	31877	0.949
EP_A_PANA_ST_7327	23985	23519	23187	23180	22033	0.919
EP_A_PANA_ST_7329	41263	40565	40415	40443	40239	0.975
EP_A_PANA_ST_7330	29972	29080	28606	28752	27563	0.92
EP_A_PANA_ST_7332	25503	24641	24372	24383	23813	0.934
EP_A_PANA_ST_8353	18153	17623	17350	17388	16762	0.923
EP_A_PANA_ST_8792	16125	15648	15465	15545	15184	0.942
EP_A_ROST_EG_9073	17094	16621	16534	16549	16376	0.958
EP_A_ROST_GL_9073	6407	6158	6121	6131	6055	0.945
EP_A_ROST_GL_9114	15039	14431	14307	14361	14140	0.94
EP_A_ROST_HP_9073	6452	6210	6137	6138	5960	0.924
EP_A_ROST_HP_9114	10775	10233	10193	10193	10081	0.936
EP_A_ROST_MG_9073	11885	11486	11365	11400	11221	0.944
EP_A_ROST_MG_9114	16533	15988	15885	15942	15718	0.951
EP_A_ROST_ST_9073	16580	15892	15784	15828	15345	0.926
EP_A_ROST_ST_9114	9838	9333	9219	9243	8928	0.908
EP_A_SAXI_EG_8612	29174	28149	27715	27851	26809	0.919
EP_A_SAXI_EG_8673	29395	28097	27911	27926	27128	0.923
EP_A_SAXI_EG_8686	25870	24472	24256	24308	19489	0.753
EP_A_SAXI_EG_9243	38396	37237	36897	36998	35993	0.937
EP_A_SAXI_EG_9245	14988	14288	14162	14183	13834	0.923
EP_A_SAXI_EG_9257	27916	27065	26753	26861	26238	0.94
EP_A_SAXI_EG_9261	27328	26653	26566	26588	26399	0.966
EP_A_SAXI_GL_8497	35079	34324	34173	34215	33873	0.966
EP_A_SAXI_GL_8612	28498	26984	26163	26427	24756	0.869
EP_A_SAXI_GL_8673	38947	38090	37897	37920	37527	0.964
EP_A_SAXI_GL_8678	12877	12451	12237	12326	11964	0.929
EP_A_SAXI_GL_8686	25650	24982	24786	24819	24359	0.95
EP_A_SAXI_GL_9243	20010	19453	19360	19393	19217	0.96
EP_A_SAXI_GL_9245	21734	21117	21028	21014	20817	0.958
EP_A_SAXI_GL_9257	31888	30795	30380	30443	29342	0.92
EP_A_SAXI_GL_9261	29153	28289	28211	28220	28081	0.963
EP_A_SAXI_HP_8497	49464	48934	48899	48898	48895	0.988
EP_A_SAXI_HP_8612	16313	16004	15843	15882	15607	0.957
EP_A_SAXI_HP_8673	42630	42087	42012	42014	41927	0.984
EP_A_SAXI_HP_8678	46320	45756	45729	45723	45719	0.987
EP_A_SAXI_HP_8686	35387	34853	34810	34832	34787	0.983
EP_A_SAXI_HP_9243	6465	6114	5900	6093	5840	0.903
EP_A_SAXI_HP_9245	18786	18229	18128	18137	17928	0.954
EP_A_SAXI_HP_9257	8116	7821	7800	7804	7791	0.96
EP_A_SAXI_HP_9261	11481	10969	10885	10875	10806	0.941
EP_A_SAXI_MG_8497	33828	33165	33086	33092	33033	0.976
EP_A_SAXI_MG_8673	24017	23288	23058	23128	22732	0.946
EP_A_SAXI_MG_8686	32882	31938	31796	31816	31513	0.958
EP_A_SAXI_MG_9243	25941	25205	24739	24860	23861	0.92
EP_A_SAXI_MG_9245	29141	28380	28091	28123	27550	0.945
EP_A_SAXI_MG_9257	29699	28582	27997	28112	26368	0.888
EP_A_SAXI_MG_9261	35337	34527	34270	34321	33433	0.946
EP_A_UMBO_EG_8669	19288	17953	17626	17569	16826	0.872
EP_A_UMBO_GL_8669	11820	11547	11435	11460	11151	0.943
EP_A_UMBO_GL_8670	8456	8120	7942	7967	7685	0.909
EP_A_UMBO_GL_8671	14888	14494	14081	14189	13427	0.902
EP_A_UMBO_GL_8691	10393	9990	9758	9789	9316	0.896
EP_A_UMBO_GL_8692	20397	19364	19204	19252	18929	0.928
EP_A_UMBO_GL_8693	24560	23833	23653	23669	23105	0.941
EP_A_UMBO_HP_8669	14339	14016	13931	13952	13815	0.963
EP_A_UMBO_HP_8670	6594	6350	6317	6320	6261	0.949
EP_A_UMBO_HP_8671	9197	8989	8911	8944	8768	0.953
EP_A_UMBO_HP_8691	10577	10225	10037	10057	9685	0.916
EP_A_UMBO_HP_8692	13935	13601	13508	13493	13302	0.955
EP_A_UMBO_HP_8693	20364	19467	19338	19368	19118	0.939
EP_A_UMBO_MG_8669	11516	11144	11072	11052	10876	0.944
EP_A_UMBO_MG_8670	11549	11117	11043	11050	10783	0.934
EP_A_UMBO_MG_8671	13638	13220	12815	12909	12125	0.889
EP_A_UMBO_MG_8691	217048	210318	208830	209193	204363	0.942
EP_A_UMBO_MG_8692	15739	15343	15279	15301	15163	0.963
EP_A_UMBO_MG_8693	19568	18941	18645	18742	17877	0.914
EP_A_UMBO_ST_8669	28173	27070	26872	26923	26423	0.938
EP_A_UMBO_ST_8670	10179	9770	9530	9580	9013	0.885
EP_A_UMBO_ST_8671	7309	7159	7092	7113	6934	0.949
EP_A_UMBO_ST_8691	9065	8812	8669	8731	8417	0.929
EP_A_UMBO_ST_8692	19807	18945	18802	18805	18426	0.93
EP_A_UMBO_ST_8693	30977	30219	30049	30066	29735	0.96
EP_A_UTRI_EG_8448	40965	39825	39317	39501	38537	0.941
EP_A_UTRI_EG_9188	12602	12000	11755	11826	11450	0.909
EP_A_UTRI_GL_8447	20525	19836	19370	19468	18743	0.913
EP_A_UTRI_GL_8448	38504	36757	36407	36441	35618	0.925
EP_A_UTRI_GL_8483	12957	12402	12156	12226	11687	0.902
EP_A_UTRI_GL_8916	5393	5221	5058	5091	4759	0.882
EP_A_UTRI_GL_9188	20096	18791	18481	18521	17744	0.883
EP_A_UTRI_HP_8447	35727	34620	34427	34451	34210	0.958
EP_A_UTRI_HP_8448	33942	32646	32513	32438	32135	0.947
EP_A_UTRI_HP_8483	12485	12023	11839	11881	11403	0.913
EP_A_UTRI_HP_8916	19131	18575	18329	18404	17818	0.931
EP_A_UTRI_HP_9188	19379	17772	17595	17619	17239	0.89
EP_A_UTRI_MG_8447	25185	24393	23726	23860	22596	0.897
EP_A_UTRI_MG_8448	44671	43533	43134	43148	42154	0.944
EP_A_UTRI_MG_8483	13849	13432	13257	13318	12920	0.933
EP_A_UTRI_MG_8916	9767	9417	9397	9389	9321	0.954
EP_A_UTRI_MG_9188	18250	17684	17407	17459	16783	0.92
EP_A_UTRI_ST_8447	36793	35481	35096	35126	34222	0.93
EP_A_UTRI_ST_8448	42292	40981	40757	40660	39981	0.945
EP_A_UTRI_ST_8483	199687	189610	187787	188338	182981	0.916
EP_A_UTRI_ST_9188	14857	14494	14239	14319	13743	0.925
EP_UNKN_EG_8158	58365	56323	54942	55318	52530	0.9
EP_UNKN_GL_8158	37239	35943	35529	35652	34589	0.929
EP_UNKN_HP_8158	53134	51655	51489	51536	51252	0.965
EP_UNKN_MG_8158	43729	41803	41603	41655	41075	0.939
EP_UNKN_ST_8158	40080	39013	38655	38670	38005	0.948
