SampleID	input	filtered	denoisedF	denoisedR	merged	per_reads_kept
WA_A_BAHA_MG_7650	9008	8173	8059	8051	7825	0.869
WA_A_BAHA_MG_7656	5775	5415	5376	5359	5233	0.906
WA_A_BAHA_ST_7472	25876	25030	24700	24702	22013	0.851
WA_A_BAHA_ST_7473	40115	38402	37924	37967	34816	0.868
WA_A_BAHA_ST_7474	10149	9505	9272	9298	8960	0.883
WA_A_BAHA_ST_7476	11217	10756	10501	10503	10104	0.901
WA_A_BAHA_ST_7477	32546	31350	30916	30921	28020	0.861
WA_A_BAHA_ST_7650	16915	16003	15506	15505	14400	0.851
WA_A_BAHA_ST_7656	8377	7592	7309	7343	6795	0.811
WA_A_BOUV_GL_7580	1891	1698	1651	1655	1588	0.84
WA_A_BOUV_GL_7642	21121	20331	20241	20241	16261	0.77
WA_A_BOUV_GL_7646	22877	21786	21701	21711	17623	0.77
WA_A_BOUV_GL_7647	20895	20126	19933	19988	15587	0.746
WA_A_BOUV_HP_7580	7833	7082	7050	7031	7000	0.894
WA_A_BOUV_HP_7642	20766	20407	20364	20370	15667	0.754
WA_A_BOUV_HP_7646	47749	46033	45913	45844	36085	0.756
WA_A_BOUV_HP_7647	19977	19512	19433	19425	15208	0.761
WA_A_BOUV_MG_7580	11517	10877	10788	10757	10603	0.921
WA_A_BOUV_MG_7642	20085	19607	19528	19537	16067	0.8
WA_A_BOUV_MG_7646	20883	20443	20407	20413	19946	0.955
WA_A_BOUV_MG_7647	14572	14278	14218	14228	13711	0.941
WA_A_BOUV_ST_7580	12372	11377	11166	11135	10609	0.858
WA_A_BOUV_ST_7642	19777	19251	18871	18950	15864	0.802
WA_A_BOUV_ST_7646	16828	16156	16090	15982	13175	0.783
WA_A_BOUV_ST_7647	21262	20596	20432	20432	18054	0.849
WA_A_CRIS_EG_7625	30487	27952	27732	27788	19332	0.634
WA_A_CRIS_EG_7632	9113	7989	7843	7853	7689	0.844
WA_A_CRIS_EG_9461	22728	20910	20690	20681	17779	0.782
WA_A_CRIS_EG_9463	16786	15444	15159	15157	13503	0.804
WA_A_CRIS_GL_7538	5749	5457	5420	5389	5345	0.93
WA_A_CRIS_GL_7624	51136	49006	48569	48672	40017	0.783
WA_A_CRIS_GL_7625	35883	34771	34675	34681	30547	0.851
WA_A_CRIS_GL_7632	9913	9402	9345	9336	9181	0.926
WA_A_CRIS_GL_7636	39343	38120	38002	38082	35596	0.905
WA_A_CRIS_GL_9461	22847	21909	21834	21830	21068	0.922
WA_A_CRIS_GL_9463	20080	19406	19221	19268	18704	0.931
WA_A_CRIS_GL_9471	15116	14483	14382	14417	13606	0.9
WA_A_CRIS_HP_7538	8741	7742	7709	7685	7594	0.869
WA_A_CRIS_HP_7624	31763	29952	29846	29889	26662	0.839
WA_A_CRIS_HP_7625	40931	38624	38375	38444	33371	0.815
WA_A_CRIS_HP_7632	12343	11238	11174	11122	11004	0.892
WA_A_CRIS_HP_9461	13350	11886	11839	11813	11727	0.878
WA_A_CRIS_HP_9463	23939	23400	23361	23347	18084	0.755
WA_A_CRIS_HP_9471	6726	6300	6226	6264	6135	0.912
WA_A_CRIS_MG_7538	8672	8195	7656	7898	7086	0.817
WA_A_CRIS_MG_7624	36391	34550	34430	34427	32306	0.888
WA_A_CRIS_MG_7625	51901	49794	49446	49528	44062	0.849
WA_A_CRIS_MG_7632	11061	10140	10054	10017	9860	0.891
WA_A_CRIS_MG_7636	42295	40930	40832	40814	34295	0.811
WA_A_CRIS_MG_9463	22463	21738	21383	21489	17767	0.791
WA_A_CRIS_MG_9471	3235	3053	2788	2830	2456	0.759
WA_A_CRIS_ST_7538	17862	16304	16153	16121	15769	0.883
WA_A_CRIS_ST_7625	40473	38913	38570	38602	36076	0.891
WA_A_CRIS_ST_7632	11632	11032	10793	10780	10297	0.885
WA_A_CRIS_ST_9461	13652	12976	12883	12863	12323	0.903
WA_A_CRIS_ST_9463	21122	20444	19966	20149	16875	0.799
WA_A_CRIS_ST_9471	3987	3767	3591	3632	3343	0.838
WA_A_FLOR_EG_7680	26420	25508	24807	24894	16976	0.643
WA_A_FLOR_EG_7685	7907	7529	7187	7231	6789	0.859
WA_A_FLOR_GL_7680	26069	25386	24769	24942	20609	0.791
WA_A_FLOR_GL_7685	2367	2278	2240	2232	2180	0.921
WA_A_FLOR_GL_7693	33874	32979	32524	32616	28196	0.832
WA_A_FLOR_GL_7694	26697	25817	25372	25422	18408	0.69
WA_A_FLOR_GL_7695	30120	29452	29049	29169	22023	0.731
WA_A_FLOR_GL_7697	28202	26680	26301	26325	23103	0.819
WA_A_FLOR_GL_9651	13445	12755	11849	12009	10638	0.791
WA_A_FLOR_GL_9654	6695	6207	6041	6050	5771	0.862
WA_A_FLOR_HP_7680	25928	24877	24617	24685	21483	0.829
WA_A_FLOR_HP_7685	10251	9859	9605	9654	9339	0.911
WA_A_FLOR_HP_7694	29640	28539	28213	28301	23600	0.796
WA_A_FLOR_HP_7695	38143	36860	36528	36604	29515	0.774
WA_A_FLOR_HP_7697	21403	20282	20167	20155	18349	0.857
WA_A_FLOR_HP_9651	13619	12859	12631	12706	12296	0.903
WA_A_FLOR_HP_9654	6921	6407	6315	6363	6208	0.897
WA_A_FLOR_MG_7680	25924	25054	24521	24572	18497	0.714
WA_A_FLOR_MG_7685	12616	12218	12126	12114	12028	0.953
WA_A_FLOR_MG_7693	38346	37023	36243	36384	28701	0.748
WA_A_FLOR_MG_7694	28576	27847	27620	27729	20696	0.724
WA_A_FLOR_MG_7695	47153	46049	45809	45857	31701	0.672
WA_A_FLOR_MG_7697	35755	33854	33762	33769	28438	0.795
WA_A_FLOR_MG_9651	12214	11617	11509	11515	11138	0.912
WA_A_FLOR_MG_9654	10853	10408	10296	10326	9953	0.917
WA_A_FLOR_ST_7680	27604	26644	25675	25876	21418	0.776
WA_A_FLOR_ST_7685	11694	11118	10641	10713	9901	0.847
WA_A_FLOR_ST_7693	23692	22715	22236	22198	19735	0.833
WA_A_FLOR_ST_7694	24919	24005	23600	23600	20867	0.837
WA_A_FLOR_ST_7695	29639	28563	28287	28316	25386	0.857
WA_A_FLOR_ST_7697	22361	21344	21132	21156	18012	0.806
WA_A_FLOR_ST_9651	10330	10003	9625	9716	9294	0.9
WA_A_FLOR_ST_9654	13380	12736	12340	12442	11594	0.867
WA_A_FORM_EG_7457	2169	1969	1871	1905	1672	0.771
WA_A_FORM_EG_7752	11071	10272	10038	10047	9361	0.846
WA_A_FORM_EG_9400	25287	24219	23734	23776	18006	0.712
WA_A_FORM_GL_7402	35389	34205	33988	34015	29263	0.827
WA_A_FORM_GL_7457	2341	2181	2123	2134	2062	0.881
WA_A_FORM_GL_7458	13831	12869	12706	12744	12089	0.874
WA_A_FORM_GL_7608	13578	12929	12738	12739	12181	0.897
WA_A_FORM_GL_7609	2241	2172	2082	2098	1748	0.78
WA_A_FORM_GL_7712	22803	21928	21689	21687	18715	0.821
WA_A_FORM_GL_7713	10260	9746	9504	9528	9079	0.885
WA_A_FORM_GL_7751	11226	10583	10503	10499	10385	0.925
WA_A_FORM_GL_7752	7219	6764	6623	6595	6328	0.877
WA_A_FORM_GL_7753	49802	48127	46895	47156	35706	0.717
WA_A_FORM_GL_9400	21324	20569	20343	20333	16550	0.776
WA_A_FORM_HP_7402	34665	33611	33491	33514	26793	0.773
WA_A_FORM_HP_7457	2080	1988	1985	1986	1893	0.91
WA_A_FORM_HP_7458	15869	15239	15128	15106	13589	0.856
WA_A_FORM_HP_7608	10146	9518	9437	9385	9251	0.912
WA_A_FORM_HP_7609	2957	2830	2779	2773	1977	0.669
WA_A_FORM_HP_7712	24527	23883	23794	23754	20721	0.845
WA_A_FORM_HP_7713	10325	9629	9583	9540	9415	0.912
WA_A_FORM_HP_7751	9412	9073	9036	9041	8597	0.913
WA_A_FORM_HP_7752	11580	10769	10646	10675	10380	0.896
WA_A_FORM_HP_7753	35505	34333	34272	34266	30678	0.864
WA_A_FORM_HP_9400	15666	15188	15111	15094	12500	0.798
WA_A_FORM_MG_7402	32343	30922	30754	30721	26432	0.817
WA_A_FORM_MG_7457	1896	1761	1688	1718	1575	0.831
WA_A_FORM_MG_7608	10261	9679	9492	9483	9104	0.887
WA_A_FORM_MG_7609	7798	7539	7474	7498	5351	0.686
WA_A_FORM_MG_7712	18101	17267	17121	17156	14886	0.822
WA_A_FORM_MG_7713	11090	10472	10321	10335	10165	0.917
WA_A_FORM_MG_7751	10743	10147	9537	9557	8238	0.767
WA_A_FORM_MG_7752	2004	1909	1741	1761	1536	0.766
WA_A_FORM_MG_7753	57472	55098	54725	54805	39840	0.693
WA_A_FORM_MG_9400	15005	14499	14433	14430	12616	0.841
WA_A_FORM_ST_7402	25120	24398	24309	24282	19790	0.788
WA_A_FORM_ST_7457	1621	1553	1534	1538	1453	0.896
WA_A_FORM_ST_7458	27470	26630	26470	26476	21740	0.791
WA_A_FORM_ST_7608	7526	7177	7025	7020	6587	0.875
WA_A_FORM_ST_7609	15728	15262	15190	15197	9745	0.62
WA_A_FORM_ST_7712	11877	11561	11518	11500	9224	0.777
WA_A_FORM_ST_7713	7502	7037	6797	6848	6440	0.858
WA_A_FORM_ST_7751	10983	10506	10118	10139	9187	0.836
WA_A_FORM_ST_7752	14141	13254	12530	12629	11104	0.785
WA_A_FORM_ST_7753	14397	13963	13840	13754	9088	0.631
WA_A_FORM_ST_9400	9253	8966	8947	8936	7227	0.781
WA_A_NUTT_EG_7525	7301	6841	6587	6652	6292	0.862
WA_A_NUTT_EG_7529	33496	31581	31026	31116	24778	0.74
WA_A_NUTT_EG_9408	1713	1625	1563	1573	1449	0.846
WA_A_NUTT_EG_9410	661	622	622	622	622	0.941
WA_A_NUTT_GL_7426	28012	27073	26794	26865	22920	0.818
WA_A_NUTT_GL_7525	6995	6692	6539	6582	6362	0.91
WA_A_NUTT_GL_7529	31552	30586	30054	30043	25283	0.801
WA_A_NUTT_GL_9405	1592	1473	1339	1361	1256	0.789
WA_A_NUTT_GL_9408	2595	2500	2415	2435	2339	0.901
WA_A_NUTT_GL_9410	8713	8277	8032	8074	7705	0.884
WA_A_NUTT_HP_7426	18736	17673	17474	17426	16577	0.885
WA_A_NUTT_HP_7525	6137	5918	5879	5889	5533	0.902
WA_A_NUTT_HP_7529	23839	23238	23162	23139	19671	0.825
WA_A_NUTT_HP_9405	2133	2051	1978	1999	1922	0.901
WA_A_NUTT_HP_9408	2798	2671	2641	2637	2575	0.92
WA_A_NUTT_HP_9410	9945	9556	9520	9527	9026	0.908
WA_A_NUTT_MG_7426	20046	19271	19235	19178	15438	0.77
WA_A_NUTT_MG_7525	5620	5376	5307	5326	5167	0.919
WA_A_NUTT_MG_7529	30898	29935	29499	29472	22006	0.712
WA_A_NUTT_MG_9405	2364	2294	2261	2272	2239	0.947
WA_A_NUTT_MG_9408	2103	2024	1986	2001	1946	0.925
WA_A_NUTT_MG_9410	11271	10824	10698	10752	10457	0.928
WA_A_NUTT_ST_7426	25970	25064	24341	24515	19857	0.765
WA_A_NUTT_ST_7525	6446	6113	5766	5826	5270	0.818
WA_A_NUTT_ST_7529	25149	24232	23381	23606	19351	0.769
WA_A_NUTT_ST_9405	1799	1688	1562	1593	1399	0.778
WA_A_NUTT_ST_9408	1414	1368	1337	1341	1288	0.911
WA_A_NUTT_ST_9410	9331	8897	8645	8671	8012	0.859
WA_A_PARA_EG_7706	7979	7260	7059	7060	5432	0.681
WA_A_PARA_EG_7708	7957	7480	7209	7252	6671	0.838
WA_A_PARA_EG_9483	6509	6043	6000	6000	4986	0.766
WA_A_PARA_GL_7464	36688	35278	34805	34860	32241	0.879
WA_A_PARA_GL_7706	12074	10994	10863	10856	10418	0.863
WA_A_PARA_GL_7708	8159	7742	7634	7630	7364	0.903
WA_A_PARA_GL_9399	9706	9237	9147	9157	8669	0.893
WA_A_PARA_GL_9480	2307	2217	2181	2190	2155	0.934
WA_A_PARA_GL_9483	6519	5995	5970	5957	5775	0.886
WA_A_PARA_HP_7464	25471	24059	23874	23911	21566	0.847
WA_A_PARA_HP_7706	10317	9226	9134	9128	8948	0.867
WA_A_PARA_HP_7708	8087	7510	7462	7450	7362	0.91
WA_A_PARA_HP_9399	11407	10970	10947	10952	10388	0.911
WA_A_PARA_HP_9480	2340	2209	2127	2147	2043	0.873
WA_A_PARA_HP_9483	7205	6894	6875	6880	6543	0.908
WA_A_PARA_MG_7464	33683	32282	31927	31943	26076	0.774
WA_A_PARA_MG_7706	3079	2968	2923	2926	2890	0.939
WA_A_PARA_MG_7708	11204	10754	10698	10707	10439	0.932
WA_A_PARA_MG_9399	7308	6892	6840	6837	6728	0.921
WA_A_PARA_MG_9480	3176	3037	2949	2970	2880	0.907
WA_A_PARA_MG_9483	6859	6559	6534	6543	6453	0.941
WA_A_PARA_ST_7464	29554	28277	27784	27922	26192	0.886
WA_A_PARA_ST_7706	12690	11629	11409	11412	10896	0.859
WA_A_PARA_ST_7708	1742	1643	1581	1591	1478	0.848
WA_A_PARA_ST_9399	8771	8283	8068	8062	7655	0.873
WA_A_PARA_ST_9480	16325	15571	15444	15428	13682	0.838
WA_A_PARA_ST_9483	6603	6322	6236	6255	5896	0.893
WA_A_PCNS_EG_7506	34745	33016	32572	32662	28290	0.814
WA_A_PCNS_EG_7600	33195	31169	30692	30815	24765	0.746
WA_A_PCNS_EG_7601	19760	18828	18703	18660	16584	0.839
WA_A_PCNS_EG_7702	11628	10692	10536	10526	9615	0.827
WA_A_PCNS_GL_7506	33978	33066	32916	32919	30308	0.892
WA_A_PCNS_GL_7552	7486	7014	6911	6926	6792	0.907
WA_A_PCNS_GL_7600	18792	18012	17939	17961	14120	0.751
WA_A_PCNS_GL_7601	33353	31842	31799	31794	23740	0.712
WA_A_PCNS_GL_7603	13739	13152	13111	13114	10734	0.781
WA_A_PCNS_GL_7637	14331	13581	13497	13446	11615	0.81
WA_A_PCNS_GL_7702	5113	4691	4681	4671	4605	0.901
WA_A_PCNS_GL_9442	4315	4035	4022	4021	3981	0.923
WA_A_PCNS_HP_7506	24916	24076	23941	23934	21047	0.845
WA_A_PCNS_HP_7552	8523	8052	7990	7985	7908	0.928
WA_A_PCNS_HP_7600	22354	21618	21577	21565	16204	0.725
WA_A_PCNS_HP_7601	65365	63706	63599	63554	44125	0.675
WA_A_PCNS_HP_7603	24478	23534	23426	23436	19280	0.788
WA_A_PCNS_HP_7637	20341	19740	19690	19691	14767	0.726
WA_A_PCNS_HP_7702	15820	15169	15095	15087	14996	0.948
WA_A_PCNS_HP_9442	4370	4233	4211	4211	4194	0.96
WA_A_PCNS_MG_7552	8068	7786	7764	7779	7523	0.932
WA_A_PCNS_MG_7600	28905	28000	27895	27904	20752	0.718
WA_A_PCNS_MG_7601	54722	53398	53323	53331	36580	0.668
WA_A_PCNS_MG_7603	15586	15135	15041	15049	11196	0.718
WA_A_PCNS_MG_7637	19755	19253	19201	19231	14001	0.709
WA_A_PCNS_MG_7702	9880	9414	9388	9363	9329	0.944
WA_A_PCNS_MG_9442	8106	7804	7783	7773	7689	0.949
WA_A_PCNS_ST_7506	22726	21872	21722	21702	20274	0.892
WA_A_PCNS_ST_7552	10446	9919	9747	9746	9134	0.874
WA_A_PCNS_ST_7600	19689	18991	18834	18862	16552	0.841
WA_A_PCNS_ST_7601	45456	43856	43662	43555	36641	0.806
WA_A_PCNS_ST_7603	18207	17601	17391	17355	14521	0.798
WA_A_PCNS_ST_7637	22613	21833	21683	21685	16684	0.738
WA_A_PCNS_ST_7702	13557	12952	12812	12808	12584	0.928
WA_A_PCNS_ST_9442	4183	4017	3886	3924	3572	0.854
WA_A_PCWS_EG_9438	1759	1653	1577	1587	1206	0.686
WA_A_PCWS_EG_9440	6158	5795	5705	5722	5545	0.9
WA_A_PCWS_GL_7442	23977	22804	22702	22612	20305	0.847
WA_A_PCWS_GL_9438	1940	1829	1803	1805	1770	0.912
WA_A_PCWS_GL_9440	3396	3259	3244	3239	3216	0.947
WA_A_PCWS_HP_7442	27448	26392	26236	26267	23196	0.845
WA_A_PCWS_HP_9438	2302	2195	2178	2180	2166	0.941
WA_A_PCWS_HP_9440	5588	5409	5374	5383	5352	0.958
WA_A_PCWS_MG_7442	32109	30849	30773	30737	26255	0.818
WA_A_PCWS_MG_7557	8822	8534	8510	8515	8425	0.955
WA_A_PCWS_MG_9438	2622	2521	2510	2519	2483	0.947
WA_A_PCWS_MG_9440	9790	9403	9252	9288	8863	0.905
WA_A_PCWS_ST_7442	20375	19581	19525	19494	16527	0.811
WA_A_PCWS_ST_7557	6927	6497	6429	6439	6269	0.905
WA_A_PCWS_ST_9438	1900	1822	1756	1773	1718	0.904
WA_A_PCWS_ST_9440	6890	6575	6431	6499	6223	0.903
WA_A_PLAT_EG_9369	5847	5554	5294	5360	5089	0.87
WA_A_PLAT_GL_9369	13058	12427	12314	12357	12027	0.921
WA_A_PLAT_HP_9369	12255	11543	11372	11402	10875	0.887
WA_A_PLAT_MG_9369	5011	4874	4801	4829	4530	0.904
WA_A_PLAT_ST_9369	7162	6758	6196	6341	5230	0.73
WA_A_THOM_GL_7391	28030	26982	26746	26782	24496	0.874
WA_A_THOM_GL_7392	10059	9633	9431	9524	9159	0.911
WA_A_THOM_GL_7416	2298	2203	2146	2155	2055	0.894
WA_A_THOM_GL_7544	19862	19017	18818	18803	18197	0.916
WA_A_THOM_GL_9384	21629	20812	20642	20672	17523	0.81
WA_A_THOM_GL_9385	1570	1469	1399	1416	1378	0.878
WA_A_THOM_GL_9387	15807	14900	14734	14740	14126	0.894
WA_A_THOM_HP_7391	30681	29761	29695	29674	25687	0.837
WA_A_THOM_HP_7392	1592	1504	1453	1478	1417	0.89
WA_A_THOM_HP_7416	10063	9716	9640	9627	9210	0.915
WA_A_THOM_HP_7544	21075	20592	20527	20530	17826	0.846
WA_A_THOM_HP_9384	17272	16710	16590	16530	13910	0.805
WA_A_THOM_HP_9385	1866	1725	1669	1677	1596	0.855
WA_A_THOM_HP_9387	18916	18236	18167	18168	17112	0.905
WA_A_THOM_MG_7391	27306	26420	26217	26263	20017	0.733
WA_A_THOM_MG_7392	2571	2483	2463	2463	2444	0.951
WA_A_THOM_MG_7416	11364	10893	10853	10832	10773	0.948
WA_A_THOM_MG_7544	23643	22948	22481	22564	16829	0.712
WA_A_THOM_MG_9384	15126	14573	14220	14275	12457	0.824
WA_A_THOM_MG_9387	22266	21432	21307	21299	19951	0.896
WA_A_THOM_ST_7391	23895	23088	22806	22826	19728	0.826
WA_A_THOM_ST_7392	1718	1641	1556	1563	1439	0.838
WA_A_THOM_ST_7416	14411	13436	13258	13221	12743	0.884
WA_A_THOM_ST_7544	21500	20831	20202	20342	17047	0.793
WA_A_THOM_ST_9384	18758	18210	18152	18151	14322	0.764
WA_A_THOM_ST_9385	1888	1776	1635	1658	1499	0.794
WA_A_THOM_ST_9387	28075	26919	26736	26693	24500	0.873
WA_A_VERR_EG_7606	12172	11177	10842	10914	10284	0.845
WA_A_VERR_EG_7607	12390	11073	10742	10776	10229	0.826
WA_A_VERR_EG_9501	1771	1657	1584	1603	1520	0.858
WA_A_VERR_GL_7606	12612	11862	11552	11632	11138	0.883
WA_A_VERR_GL_7607	10603	10079	9780	9868	9409	0.887
WA_A_VERR_GL_9501	1555	1483	1444	1442	1382	0.889
WA_A_VERR_HP_7606	8236	7775	7724	7733	7670	0.931
WA_A_VERR_HP_7607	7494	7024	6959	6932	6791	0.906
WA_A_VERR_HP_9501	2769	2699	2691	2697	2691	0.972
WA_A_VERR_MG_7606	10377	9876	9663	9731	9195	0.886
WA_A_VERR_MG_7607	9533	9126	9086	9049	8853	0.929
WA_A_VERR_MG_9501	1548	1475	1464	1470	1419	0.917
WA_A_VERR_ST_7606	12274	11609	11433	11406	11040	0.899
WA_A_VERR_ST_7607	7363	7007	6921	6927	6776	0.92
WA_A_VERR_ST_9501	2781	2675	2553	2569	2458	0.884
WA_A_WEBS_EG_7612	2781	2672	2539	2559	2084	0.749
WA_A_WEBS_EG_7727	9620	9130	8991	8957	8636	0.898
WA_A_WEBS_EG_7731	10684	10080	9817	9852	9200	0.861
WA_A_WEBS_GL_7390	35852	34247	33994	34056	31126	0.868
WA_A_WEBS_GL_7421	33933	32355	32156	32151	30417	0.896
WA_A_WEBS_GL_7423	34891	32874	32544	32606	29167	0.836
WA_A_WEBS_GL_7507	22525	21446	21320	21289	20485	0.909
WA_A_WEBS_GL_7611	27665	26215	26013	25938	20775	0.751
WA_A_WEBS_GL_7612	3398	3306	3254	3262	2454	0.722
WA_A_WEBS_GL_7638	193299	180942	180060	180205	136717	0.707
WA_A_WEBS_GL_7726	26757	25668	25459	25449	22246	0.831
WA_A_WEBS_GL_7727	9484	8970	8811	8839	8408	0.887
WA_A_WEBS_GL_7728	28468	27132	26990	26972	22726	0.798
WA_A_WEBS_GL_7729	9510	9088	8980	8985	8666	0.911
WA_A_WEBS_GL_7731	7761	7353	7229	7232	6753	0.87
WA_A_WEBS_GL_7732	21095	20559	20399	20434	15098	0.716
WA_A_WEBS_GL_9411	14415	13710	13590	13627	13130	0.911
WA_A_WEBS_GL_9609	13641	13101	12953	12955	12665	0.928
WA_A_WEBS_HP_7390	32791	30996	30703	30695	27893	0.851
WA_A_WEBS_HP_7421	19345	18482	18375	18311	16752	0.866
WA_A_WEBS_HP_7423	30026	28654	28473	28421	25247	0.841
WA_A_WEBS_HP_7507	18978	18064	17984	17940	16476	0.868
WA_A_WEBS_HP_7611	22083	21395	21311	21299	16079	0.728
WA_A_WEBS_HP_7612	3175	3072	3038	3042	2329	0.734
WA_A_WEBS_HP_7638	29966	28030	27822	27809	21608	0.721
WA_A_WEBS_HP_7726	49584	47901	47760	47719	34815	0.702
WA_A_WEBS_HP_7727	1666	1590	1566	1566	1528	0.917
WA_A_WEBS_HP_7728	20875	19965	19912	19879	15946	0.764
WA_A_WEBS_HP_7729	10230	9789	9745	9712	9414	0.92
WA_A_WEBS_HP_7731	11441	10969	10890	10887	10320	0.902
WA_A_WEBS_HP_7732	21430	20629	20490	20483	15806	0.738
WA_A_WEBS_HP_9411	1026	954	892	917	855	0.833
WA_A_WEBS_HP_9609	8835	8445	8367	8365	8197	0.928
WA_A_WEBS_MG_7390	29643	28869	28733	28632	25286	0.853
WA_A_WEBS_MG_7421	25075	24291	24027	24041	20396	0.813
WA_A_WEBS_MG_7423	28274	27279	27212	27198	23042	0.815
WA_A_WEBS_MG_7507	29579	28674	28513	28433	25620	0.866
WA_A_WEBS_MG_7611	25991	24953	24819	24862	19284	0.742
WA_A_WEBS_MG_7612	2291	2190	2100	2127	1932	0.843
WA_A_WEBS_MG_7638	27545	26409	26108	26156	19803	0.719
WA_A_WEBS_MG_7726	52001	50393	50344	50311	36104	0.694
WA_A_WEBS_MG_7727	9826	9380	9352	9332	9318	0.948
WA_A_WEBS_MG_7728	51854	50286	50214	50237	37262	0.719
WA_A_WEBS_MG_7729	7410	7056	6995	6984	6779	0.915
WA_A_WEBS_MG_7731	11996	11426	11383	11370	11329	0.944
WA_A_WEBS_MG_7732	20442	19787	19607	19608	14602	0.714
WA_A_WEBS_MG_9411	2212	2099	2069	2075	2049	0.926
WA_A_WEBS_MG_9609	10783	10328	10262	10279	9721	0.902
WA_A_WEBS_ST_7390	32918	31511	31014	31051	26230	0.797
WA_A_WEBS_ST_7421	33567	32253	31606	31772	28929	0.862
WA_A_WEBS_ST_7423	19396	18678	18400	18424	15195	0.783
WA_A_WEBS_ST_7507	39502	37913	37606	37603	35118	0.889
WA_A_WEBS_ST_7611	23911	23175	22936	22869	17098	0.715
WA_A_WEBS_ST_7612	1632	1580	1555	1562	1218	0.746
WA_A_WEBS_ST_7638	37016	35413	34826	34865	29589	0.799
WA_A_WEBS_ST_7726	32932	31604	31551	31412	20317	0.617
WA_A_WEBS_ST_7727	5284	5017	4940	4919	4719	0.893
WA_A_WEBS_ST_7728	39513	38175	38071	38024	30985	0.784
WA_A_WEBS_ST_7729	8964	8586	8493	8521	8164	0.911
WA_A_WEBS_ST_7731	8708	8297	8177	8167	7878	0.905
WA_A_WEBS_ST_7732	18265	17539	17263	17286	14224	0.779
WA_A_WEBS_ST_9411	1695	1602	1463	1502	1325	0.782
WA_A_WEBS_ST_9609	4782	4506	4321	4363	3985	0.833
