SampleID	input	filtered	denoisedF	denoisedR	merged	per_reads_kept
EP_A_GALA_HP_9003	43966	36857	36700	36702	36055	0.82
EP_A_GALA_MG_8970	53460	50988	50729	50813	50209	0.939
EP_A_GALA_MG_8971	42311	39791	39155	39287	37679	0.891
EP_A_GALA_MG_8972	34903	33228	32844	33163	32683	0.936
EP_A_GALA_MG_8978	42273	40313	39905	40039	39038	0.923
EP_A_GALA_MG_8979	29464	28219	27955	28053	27268	0.925
EP_A_GALA_MG_9003	31633	29883	29653	29687	29132	0.921
EP_A_GALA_ST_8970	51759	49560	49241	49345	48829	0.943
EP_A_GALA_ST_8971	25547	24385	24095	24149	23593	0.924
EP_A_GALA_ST_8972	24987	24002	23871	23870	23719	0.949
EP_A_GALA_ST_8979	45958	44207	43825	43977	43020	0.936
EP_A_HEBE_EG_8986	32453	30646	30534	30541	30327	0.934
EP_A_HEBE_EG_9350	50002	46173	45937	46052	45559	0.911
EP_A_HEBE_GL_8937	23822	22530	22405	22449	22142	0.929
EP_A_HEBE_GL_8938	55390	51575	51241	51288	50457	0.911
EP_A_HEBE_GL_8984	29316	27617	27502	27526	27258	0.93
EP_A_HEBE_GL_8985	19626	17829	17804	17805	17747	0.904
EP_A_HEBE_GL_8986	2505	2333	2320	2321	2280	0.91
EP_A_HEBE_GL_9350	32085	30444	30266	30381	30028	0.936
EP_A_HEBE_HP_8937	4242	3367	3349	3354	3268	0.77
EP_A_HEBE_HP_8938	30497	27990	27923	27959	27840	0.913
EP_A_HEBE_HP_8984	19414	17701	17635	17632	17454	0.899
EP_A_HEBE_HP_8985	19795	17211	17168	17174	16990	0.858
EP_A_HEBE_HP_8986	27137	24781	24729	24728	24477	0.902
EP_A_HEBE_HP_9350	25505	24548	24516	24526	24437	0.958
EP_A_HEBE_MG_8937	21562	20671	20643	20656	20636	0.957
EP_A_HEBE_MG_8938	27049	25779	25652	25689	25534	0.944
EP_A_HEBE_MG_8984	28247	27018	26929	26952	26825	0.95
EP_A_HEBE_MG_8985	30938	29450	29367	29365	29250	0.945
EP_A_HEBE_MG_8986	23976	22938	22830	22860	22670	0.946
EP_A_HEBE_MG_9350	16649	15959	15904	15919	15875	0.954
EP_A_HEBE_ST_8937	2404	2236	2211	2212	2166	0.901
EP_A_HEBE_ST_8938	33490	31064	30725	30758	29946	0.894
EP_A_HEBE_ST_8984	31476	29547	29242	29348	28673	0.911
EP_A_HEBE_ST_8985	46234	42714	42519	42455	41754	0.903
EP_A_HEBE_ST_8986	50430	47386	46636	46747	44816	0.889
EP_A_HYEY_EG_9045	28099	25967	25577	25738	24727	0.88
EP_A_HYEY_EG_9199	25161	23358	23255	23294	23000	0.914
EP_A_HYEY_GL_8960	17258	16482	16240	16273	15569	0.902
EP_A_HYEY_GL_8963	27844	26443	26142	26256	25679	0.922
EP_A_HYEY_GL_8964	34715	32357	31627	31842	30090	0.867
EP_A_HYEY_GL_9011	27778	26142	25677	25852	24847	0.894
EP_A_HYEY_GL_9045	32518	30706	30427	30490	29738	0.915
EP_A_HYEY_GL_9047	40455	38339	38195	38227	37870	0.936
EP_A_HYEY_GL_9198	44782	42585	42184	42310	41206	0.92
EP_A_HYEY_GL_9199	12680	11970	11678	11719	11021	0.869
EP_A_HYEY_HP_8963	25334	24507	24424	24426	24352	0.961
EP_A_HYEY_HP_8964	25881	16420	16364	16385	12096	0.467
EP_A_HYEY_HP_9011	17353	15945	15900	15880	15673	0.903
EP_A_HYEY_HP_9045	23415	22765	22741	22746	22732	0.971
EP_A_HYEY_HP_9047	47306	41698	41554	41616	41260	0.872
EP_A_HYEY_HP_9198	26302	24568	24492	24481	24348	0.926
EP_A_HYEY_HP_9199	15634	14523	14511	14508	14483	0.926
EP_A_HYEY_MG_8963	33454	31931	31393	31532	30186	0.902
EP_A_HYEY_MG_8964	25260	21993	21839	21891	20496	0.811
EP_A_HYEY_MG_9011	21516	20353	20165	20236	19836	0.922
EP_A_HYEY_MG_9045	14392	13642	13545	13545	13254	0.921
EP_A_HYEY_MG_9047	31006	29525	29317	29442	28690	0.925
EP_A_HYEY_MG_9198	45294	43373	43121	43142	42541	0.939
EP_A_HYEY_MG_9199	5486	5211	4999	5050	4745	0.865
EP_A_HYEY_ST_8963	27580	26218	25676	25781	24449	0.886
EP_A_HYEY_ST_8964	35601	27480	27190	27295	23310	0.655
EP_A_HYEY_ST_9011	42610	39784	39404	39437	35848	0.841
EP_A_HYEY_ST_9045	38176	36654	36076	36173	35264	0.924
EP_A_HYEY_ST_9047	24963	23496	23340	23358	22936	0.919
EP_A_HYEY_ST_9198	37286	35110	34692	34744	33604	0.901
EP_A_HYEY_ST_9199	34555	32626	32032	32231	30613	0.886
EP_A_JAVI_EG_8943	32392	29893	29593	29712	28924	0.893
EP_A_JAVI_GL_8943	57000	52043	51747	51941	51095	0.896
EP_A_JAVI_HP_8943	14041	12746	12676	12741	12655	0.901
EP_A_JAVI_MG_8943	17086	16325	16282	16296	16180	0.947
EP_A_PANA_EG_8951	30878	29362	28947	29062	28076	0.909
EP_A_PANA_EG_9021	32694	30747	30139	30311	28756	0.88
EP_A_PANA_EG_9131	6392	6023	5932	5987	5710	0.893
EP_A_PANA_GL_8951	25057	23311	23078	23144	22630	0.903
EP_A_PANA_GL_9021	24952	23647	23370	23463	22722	0.911
EP_A_PANA_HP_8951	3612	3509	3497	3496	3486	0.965
EP_A_PANA_HP_9021	37167	35883	35830	35866	35810	0.963
EP_A_PANA_MG_8951	44528	42265	41835	41964	40830	0.917
EP_A_PANA_MG_9021	38070	36075	35949	36000	35688	0.937
EP_A_ROST_GL_9075	21364	20268	20202	20220	20065	0.939
EP_A_ROST_GL_9076	32512	30947	30827	30870	30643	0.943
EP_A_ROST_GL_9115	22061	20647	20585	20598	20427	0.926
EP_A_ROST_GL_9120	60935	56426	56180	56224	55457	0.91
EP_A_ROST_GL_9121	28933	27635	27550	27581	27326	0.944
EP_A_ROST_GL_9123	22338	21241	21077	21119	20766	0.93
EP_A_ROST_HP_9075	22935	22050	22006	22016	21960	0.957
EP_A_ROST_HP_9076	26717	25498	25437	25435	25334	0.948
EP_A_ROST_HP_9115	16993	15077	15020	15012	14886	0.876
EP_A_ROST_HP_9120	8033	7551	7530	7536	7489	0.932
EP_A_ROST_HP_9121	28798	27367	27312	27335	27267	0.947
EP_A_ROST_HP_9123	37040	35871	35809	35807	35691	0.964
EP_A_ROST_MG_9075	2697	2534	2526	2530	2508	0.93
EP_A_ROST_MG_9076	30757	28910	28862	28865	28723	0.934
EP_A_ROST_MG_9115	32039	30482	30444	30457	30246	0.944
EP_A_ROST_MG_9120	19276	18305	18106	18130	17669	0.917
EP_A_ROST_MG_9121	21978	20775	20738	20760	20510	0.933
EP_A_ROST_MG_9123	26135	24997	24916	24941	24832	0.95
EP_A_ROST_ST_9075	42681	40039	39880	39883	39579	0.927
EP_A_ROST_ST_9076	29203	27704	27603	27632	27454	0.94
EP_A_ROST_ST_9120	25957	24189	23960	23971	23342	0.899
EP_A_ROST_ST_9121	22440	21417	21359	21373	21214	0.945
EP_A_ROST_ST_9123	34124	32576	32312	32330	31679	0.928
EP_A_SAXI_EG_9233	26847	25433	25268	25318	24966	0.93
EP_A_SAXI_EG_9241	32937	31244	31050	31101	30458	0.925
EP_A_SAXI_EG_9249	50861	47728	46502	46888	43877	0.863
EP_A_SAXI_EG_9250	28529	26886	26059	26445	24795	0.869
EP_A_SAXI_EG_9253	31493	29587	29323	29416	28667	0.91
EP_A_SAXI_EG_9255	34512	32094	31658	31822	30947	0.897
EP_A_SAXI_GL_9233	41067	39188	38734	38835	37908	0.923
EP_A_SAXI_GL_9241	22625	21550	21452	21491	21210	0.937
EP_A_SAXI_GL_9247	44840	41850	41247	41426	39954	0.891
EP_A_SAXI_GL_9249	22929	21807	21690	21750	21319	0.93
EP_A_SAXI_GL_9250	28144	26752	26709	26710	26625	0.946
EP_A_SAXI_GL_9253	36185	34009	33774	33880	33300	0.92
EP_A_SAXI_GL_9255	31379	29585	29195	29391	28363	0.904
EP_A_SAXI_GL_9259	35341	33291	32020	32359	30150	0.853
EP_A_SAXI_HP_9233	9082	8813	8792	8797	8770	0.966
EP_A_SAXI_HP_9241	29230	26741	26625	26675	26325	0.901
EP_A_SAXI_HP_9247	10715	10135	10092	10124	10060	0.939
EP_A_SAXI_HP_9250	6483	5952	5911	5930	5903	0.911
EP_A_SAXI_HP_9253	9338	8632	8609	8619	8567	0.917
EP_A_SAXI_HP_9255	15673	14832	14799	14804	14754	0.941
EP_A_SAXI_HP_9259	16720	15804	15615	15644	15340	0.917
EP_A_SAXI_MG_9233	41299	39510	39102	39310	37972	0.919
EP_A_SAXI_MG_9241	35100	33183	32861	32958	32244	0.919
EP_A_SAXI_MG_9247	48279	45839	45452	45694	43936	0.91
EP_A_SAXI_MG_9249	22631	21005	20763	20865	20449	0.904
EP_A_SAXI_MG_9253	31113	29056	28887	28901	28608	0.919
EP_A_SAXI_MG_9255	25453	23610	23554	23572	23525	0.924
EP_A_UMBO_GL_9127	68676	64497	63960	64099	63012	0.918
EP_A_UMBO_HP_9127	32667	30735	30579	30695	30180	0.924
EP_A_UMBO_MG_9127	28802	27235	27031	27129	26501	0.92
EP_A_UMBO_ST_9127	31022	29479	29316	29338	29052	0.936
EP_A_UTRI_EG_9067	30315	28467	27893	28150	24701	0.815
EP_A_UTRI_EG_9268	37057	34940	34023	34282	32641	0.881
EP_A_UTRI_GL_9067	36754	34494	34039	34148	32861	0.894
EP_A_UTRI_GL_9267	20906	19620	19451	19505	19082	0.913
EP_A_UTRI_GL_9268	31017	29352	28782	28929	27573	0.889
EP_A_UTRI_GL_9272	28318	26792	26347	26412	25248	0.892
EP_A_UTRI_HP_9067	34973	33428	33223	33260	32727	0.936
EP_A_UTRI_HP_9267	34031	31962	31651	31695	30878	0.907
EP_A_UTRI_HP_9268	42019	39393	39151	39231	38706	0.921
EP_A_UTRI_HP_9272	38342	36001	35911	35882	35588	0.928
EP_A_UTRI_MG_9067	38099	36188	35783	35848	34907	0.916
EP_A_UTRI_MG_9267	24216	22734	22265	22380	21101	0.871
EP_A_UTRI_MG_9268	29696	28047	27735	27743	27024	0.91
EP_A_UTRI_ST_9067	49235	46650	46183	46319	44707	0.908
EP_A_UTRI_ST_9267	8522	8013	7641	7751	7104	0.834
EP_A_UTRI_ST_9272	23126	21677	21318	21433	20366	0.881
