Representative_Sequence	total_reads_NC	total_reads_samps	perc_in_neg	total_samples	num_samp_nc	num_samp_no_nc	perc_in_neg_samp
M06508_12_000000000-CJG44_1_1105_22268_18127	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_19064_28029	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_25906_7488	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1111_15113_12024	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2105_25344_16541	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_21639_22623	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1114_9390_6080	1474	2889	33.784094	40	1	39	2.5
M06508_18_000000000-CNPPR_1_2102_14039_3035	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1102_20501_12025	1	27661	0.003615	18	1	17	5.555555555555555
M06508_18_000000000-CNPPR_1_1104_9000_26513	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_20086_14742	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_11873_16016	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1109_19365_4082	1	2	33.333333	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_1106_22465_21339	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_24427_9025	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2113_8248_14761	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2101_21793_22182	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_6551_9335	4	4	50	2	1	1	50
M06508_12_000000000-CJG44_1_2108_4492_22940	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1108_11504_22537	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1101_20357_8588	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2113_5198_20170	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2103_26232_20304	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_18547_5917	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1111_23178_22435	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_12610_16850	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_4878_19373	11	11	50	2	1	1	50
M06508_12_000000000-CJG44_1_2105_10828_21655	1	5464	0.018298	71	1	70	1.4084507042253522
M06508_19_000000000-CR8CR_1_2110_19348_18797	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_9368_11128	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_15892_15118	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2107_29224_14399	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2112_26344_17391	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_22231_10789	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_10511_9307	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2101_18173_21923	1	606	0.164745	55	1	54	1.8181818181818181
M06508_16_000000000-CMN9T_1_1111_16959_2614	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2106_19321_6154	8	8	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_19480_18085	470	11571	3.90333	132	2	130	1.5151515151515151
M06508_16_000000000-CMN9T_1_2112_28594_17608	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2102_13399_27291	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_25240_20927	25	25	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1107_3923_13019	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_6584_11447	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1101_12074_4725	3418	3561	48.975498	13	3	10	23.076923076923077
M06508_9_000000000-JTBW3_1_2108_21649_20440	70	70	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2105_18692_12012	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2109_25974_24004	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_17785_19991	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_26347_7930	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_23365_24755	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_12844_19986	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1102_12485_5709	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1108_12318_19343	6	25	19.354839	5	1	4	20
M06508_8_000000000-JTFYW_1_1101_4852_18114	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_3882_14345	80	1755	4.359673	85	1	84	1.1764705882352942
M06508_8_000000000-JTFYW_1_1108_23411_26017	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_19865_25196	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_19096_8408	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2114_8439_11629	7	103	6.363636	21	1	20	4.761904761904762
M06508_19_000000000-CR8CR_1_2103_20162_21976	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2113_24857_20819	35	2901	1.192098	160	1	159	0.625
M06508_16_000000000-CMN9T_1_2114_4030_20029	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1110_17944_11577	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_25988_12676	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1102_24753_17969	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_19164_12264	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_14846_25687	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_23493_22034	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2101_4769_16622	1	61	1.612903	19	1	18	5.263157894736842
M06508_19_000000000-CR8CR_1_1108_22837_26237	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_11616_10586	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_9789_10209	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_17223_17844	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1114_14645_17608	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_10070_6799	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2110_8359_10480	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2108_22326_15509	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_18278_4641	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1109_7563_15707	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_7936_6235	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_13529_23906	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_9685_6766	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1112_14375_7604	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1103_7785_7431	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_5175_7416	1	4	20	5	1	4	20
M06508_8_000000000-JTFYW_1_2110_13763_11628	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2103_17992_4558	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1114_21730_21283	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1102_19422_13986	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_23541_15435	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2111_16116_21859	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1108_15431_13715	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2101_12571_15979	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_22507_5475	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1114_22682_13124	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_21331_27620	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_23071_15324	192	10383	1.815603	302	2	300	0.6622516556291391
M06508_8_000000000-JTFYW_1_2110_17723_13641	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1114_12101_8982	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_18353_27587	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1114_16188_14287	1	5	16.666667	6	1	5	16.666666666666664
M06508_19_000000000-CR8CR_1_2110_17668_15214	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1107_5384_17659	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_11106_27338	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1105_8504_21398	2	2	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2108_19294_3918	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1103_19252_17378	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1106_15391_24184	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1114_16527_7762	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_26359_8098	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1101_14369_7969	16	16	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_7363_4693	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1108_5503_8650	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1101_4638_19850	125	12466	0.992773	488	3	485	0.6147540983606558
M06508_18_000000000-CNPPR_1_2114_12567_4025	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1111_21828_13709	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_27539_19415	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1107_18003_10112	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_10086_27348	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_17008_19667	315	355	47.014925	5	1	4	20
M06508_8_000000000-JTFYW_1_2106_14498_3523	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_8577_13638	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_12911_9498	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_12191_25010	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1103_23872_10681	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1102_8963_27111	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_21475_4046	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2110_25005_23306	155	2051	7.026292	82	2	80	2.4390243902439024
M06508_18_000000000-CNPPR_1_2102_8750_14423	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_12591_24047	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1107_22065_22514	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_8036_20081	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2111_9751_6147	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_22844_3786	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_15440_21218	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1106_26453_10305	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_5769_15489	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_9567_3119	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1107_6862_9754	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_14458_7784	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1104_11786_24454	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_18688_26380	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1114_12190_15327	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1110_24670_4937	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2108_10781_24487	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1102_19622_2468	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_11256_24390	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_27089_23236	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1108_2706_15558	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2108_13312_7523	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1104_23426_19691	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2111_15218_9884	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2110_19086_14122	3	3	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2109_16227_27753	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1103_5555_12890	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_19339_7651	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_4972_22889	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1105_23966_21999	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_2590_16071	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1102_16354_25234	1	2	33.333333	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_1106_16215_13751	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_23958_22175	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2105_22146_20226	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_7309_4912	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1112_17882_25901	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_4632_10580	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_28728_20192	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1110_20206_15804	21	22	48.837209	3	1	2	33.33333333333333
M06508_18_000000000-CNPPR_1_2109_20705_20163	4	4	50	2	1	1	50
M06508_12_000000000-CJG44_1_1111_17565_24506	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1108_24369_15051	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2101_25196_5774	1	1552	0.064392	120	1	119	0.8333333333333334
M06508_9_000000000-JTBW3_1_2107_25697_24362	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_18396_19389	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2103_18004_19912	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_23154_9501	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1114_27284_9024	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_17631_21692	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1113_13696_25082	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_17660_17069	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2114_13607_16417	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_16454_14796	1	2	33.333333	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1106_22216_21113	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1110_25411_24936	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1101_27108_19007	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2113_10481_24388	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_24208_8558	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_7673_21678	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1105_11951_25770	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1106_20199_8561	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_10197_7665	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2107_10917_3362	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2101_15679_18347	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_23063_22955	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1102_24989_23972	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_23959_26646	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1101_14777_15873	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_10422_19412	56	56	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_20651_16632	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_3678_11389	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_11952_12461	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2112_22520_19404	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2104_26541_8472	781	1346	36.718383	28	1	27	3.571428571428571
M06508_12_000000000-CJG44_1_2109_9301_3136	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2114_13885_6212	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2109_24961_5431	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1108_11761_23177	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2102_26858_16045	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_27937_13892	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2113_11899_13886	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_7893_19350	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_6865_12410	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1111_12502_26703	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2112_19529_24828	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_16031_15408	2	2	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1106_12201_11244	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2111_26130_6204	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2110_11399_5563	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2107_7792_23799	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_10819_7150	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_8396_7757	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2101_25943_6264	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_17319_4554	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1109_12798_8955	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1114_24675_16132	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1113_6401_21482	2	2	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1104_10489_22094	3	124	2.362205	8	1	7	12.5
M06508_8_000000000-JTFYW_1_1108_5808_20009	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_18505_5617	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1112_14052_8380	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1111_14521_25005	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1106_14468_28563	3	3	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_28173_20375	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_18145_27087	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1104_17734_11232	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2103_8318_17775	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2103_3598_18217	1	11987	0.008342	33	1	32	3.0303030303030303
M06508_12_000000000-CJG44_1_1107_4950_8462	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1106_16484_25865	10	10	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2103_12423_13028	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2107_6267_13949	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1113_12324_28244	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2106_23044_18897	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1108_23976_19987	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2110_6424_15599	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1112_15053_21953	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2112_6090_21527	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_1103_19705_23309	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1106_12828_24292	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1114_12742_10906	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_9145_20620	2400	3051	44.028619	17	2	15	11.76470588235294
M06508_8_000000000-JTFYW_1_2111_21920_15598	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1111_16692_18999	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_4003_13617	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1110_8640_15417	8	8	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2110_25251_6627	2	2	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2104_10261_7219	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2113_11623_16156	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2107_9942_19478	212	6174	3.319762	228	2	226	0.8771929824561403
M06508_19_000000000-CR8CR_1_2106_22635_21921	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_11403_9537	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2102_14666_5870	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2108_22912_6889	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1109_4388_20459	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1109_20210_23012	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2108_19439_2033	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_7604_8349	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2102_11927_10252	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1110_17929_19894	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1113_28559_15803	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1105_16941_4700	269	1413	15.992866	66	1	65	1.5151515151515151
M06508_16_000000000-CMN9T_1_2110_19758_24623	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1103_25030_23444	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2106_28200_19460	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_20420_8699	28	77	26.666667	23	2	21	8.695652173913043
M06508_16_000000000-CMN9T_1_1113_20200_5007	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1102_5076_10387	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_8466_6006	2	2	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2113_6440_20447	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1113_15745_15714	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1112_4981_23438	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1103_9482_12843	1	3	25	3	1	2	33.33333333333333
M06508_16_000000000-CMN9T_1_1109_3764_15925	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2102_19959_28578	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1105_16814_11911	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_9171_21941	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2114_25900_15898	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_11774_9665	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2106_23038_17706	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1103_23563_22921	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_24584_6878	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1114_21326_8977	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1104_12859_22092	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2102_4190_14393	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2105_22201_23060	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1110_17038_2723	10	10	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_11076_22897	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1105_28177_10380	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2112_10459_19249	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2113_9331_26294	80	1523	4.990643	78	1	77	1.282051282051282
M06508_18_000000000-CNPPR_1_1110_15684_5172	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_9481_7672	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2108_14310_25433	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1109_7642_25218	2	2	50	2	1	1	50
M06508_12_000000000-CJG44_1_1113_15388_15650	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2109_11467_26805	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_16571_3036	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_1110_24808_18235	5	5	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2105_10487_14937	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_1114_20429_26882	2	6	25	6	1	5	16.666666666666664
M06508_18_000000000-CNPPR_1_1103_23403_15477	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1106_2736_17733	1	1	50	2	1	1	50
M06508_12_000000000-CJG44_1_2106_23760_6622	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_3287_12224	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_19424_4352	1	1	50	2	1	1	50
M06508_8_000000000-JTFYW_1_2113_3053_15777	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_1107_17157_12099	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2110_19128_16416	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1113_3430_17652	328	333	49.621785	3	1	2	33.33333333333333
M06508_19_000000000-CR8CR_1_1105_25356_14655	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2103_26279_8615	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_2104_18539_16041	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2114_8017_13065	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2103_3797_22652	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2108_7163_14733	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_2101_10131_10158	1	1	50	2	1	1	50
M06508_19_000000000-CR8CR_1_1113_12646_11577	1	1	50	2	1	1	50
M06508_18_000000000-CNPPR_1_2105_17596_24030	32	1803	1.743869	133	1	132	0.7518796992481203
M06508_18_000000000-CNPPR_1_1114_23350_23605	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_1103_8856_14868	1	1	50	2	1	1	50
M06508_9_000000000-JTBW3_1_2111_4867_11965	1	1	50	2	1	1	50
M06508_16_000000000-CMN9T_1_1107_6982_9878	1	1	50	2	1	1	50
